service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-food-map-service_energy_Anomaly_low,19,0,13,1767,1.0,0.594,0.745,0.594
ts-food-mongo_energy_Anomaly_low,11,0,0,1788,1.0,1.0,1.0,1.0
ts-food-service_energy_Anomaly_low,17,0,13,1769,1.0,0.567,0.724,0.567
ts-inside-payment-mongo_energy_Anomaly_low,26,0,51,1722,1.0,0.338,0.505,0.338
ts-inside-payment-service_energy_Anomaly_low,28,3,28,1740,0.903,0.5,0.644,0.475
ts-news-mongo_energy_Anomaly_low,46,0,43,1710,1.0,0.517,0.682,0.517
ts-news-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-notification-service_energy_Anomaly_low,15,0,18,1766,1.0,0.455,0.625,0.455
ts-order-mongo_energy_Anomaly_low,10,0,2,1787,1.0,0.833,0.909,0.833
ts-order-other-mongo_energy_Anomaly_low,1,0,0,1798,1.0,1.0,1.0,1.0
ts-order-other-service_energy_Anomaly_low,5,0,1,1793,1.0,0.833,0.909,0.833
ts-order-service_energy_Anomaly_low,15,3,16,1765,0.833,0.484,0.612,0.441
ts-payment-mongo_energy_Anomaly_low,49,0,25,1725,1.0,0.662,0.797,0.662
ts-payment-service_energy_Anomaly_low,41,4,28,1726,0.911,0.594,0.719,0.562
ts-preserve-other-service_energy_Anomaly_low,44,11,1,1743,0.8,0.978,0.88,0.786
ts-preserve-service_energy_Anomaly_low,21,0,11,1767,1.0,0.656,0.792,0.656
ts-price-mongo_energy_Anomaly_low,6,0,8,1785,1.0,0.429,0.6,0.429
ts-price-service_energy_Anomaly_low,7,1,7,1784,0.875,0.5,0.636,0.467
ts-rebook-mongo_energy_Anomaly_low,44,0,37,1718,1.0,0.543,0.704,0.543
ts-rebook-service_energy_Anomaly_low,78,6,57,1658,0.929,0.578,0.713,0.553
ts-route-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-route-plan-service_energy_Anomaly_low,74,10,56,1659,0.881,0.569,0.691,0.529
ts-route-service_energy_Anomaly_low,3,0,7,1789,1.0,0.3,0.462,0.3
ts-seat-service_energy_Anomaly_low,11,1,2,1785,0.917,0.846,0.88,0.786
ts-security-mongo_energy_Anomaly_low,9,0,77,1713,1.0,0.105,0.19,0.105
ts-security-service_energy_Anomaly_low,21,0,9,1769,1.0,0.7,0.824,0.7
ts-station-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-station-service_energy_Anomaly_low,10,0,1,1788,1.0,0.909,0.952,0.909
ts-ticket-office-mongo_energy_Anomaly_low,45,0,40,1714,1.0,0.529,0.692,0.529
ts-ticket-office-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-ticketinfo-service_energy_Anomaly_low,9,1,2,1787,0.9,0.818,0.857,0.75
ts-train-mongo_energy_Anomaly_low,1,0,1,1797,1.0,0.5,0.667,0.5
ts-train-service_energy_Anomaly_low,14,2,0,1783,0.875,1.0,0.933,0.875
ts-travel-mongo_energy_Anomaly_low,9,1,7,1782,0.9,0.562,0.692,0.529
ts-travel-plan-service_energy_Anomaly_low,78,7,52,1662,0.918,0.6,0.726,0.569
ts-travel-service_energy_Anomaly_low,50,0,11,1738,1.0,0.82,0.901,0.82
ts-travel2-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-travel2-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-ui-dashboard_energy_Anomaly_low,18,0,4,1777,1.0,0.818,0.9,0.818
ts-user-mongo_energy_Anomaly_low,12,0,43,1744,1.0,0.218,0.358,0.218
ts-user-service_energy_Anomaly_low,9,0,36,1754,1.0,0.2,0.333,0.2
ts-verification-code-service_energy_Anomaly_low,1,0,0,1798,1.0,1.0,1.0,1.0
ts-voucher-mysql_energy_Anomaly_low,16,2,29,1752,0.889,0.356,0.508,0.34
ts-voucher-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
