service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly_low,25,3,12,1759,0.893,0.676,0.769,0.625
redis_energy_Anomaly_low,26,0,8,1765,1.0,0.765,0.867,0.765
ts-account-mongo_energy_Anomaly_low,55,0,28,1716,1.0,0.663,0.797,0.663
ts-admin-basic-info-service_energy_Anomaly_low,75,2,71,1651,0.974,0.514,0.673,0.507
ts-admin-order-service_energy_Anomaly_low,18,0,14,1767,1.0,0.562,0.72,0.562
ts-admin-route-service_energy_Anomaly_low,84,2,60,1653,0.977,0.583,0.73,0.575
ts-admin-travel-service_energy_Anomaly_low,80,6,60,1653,0.93,0.571,0.708,0.548
ts-admin-user-service_energy_Anomaly_low,8,0,13,1778,1.0,0.381,0.552,0.381
ts-assurance-mongo_energy_Anomaly_low,15,1,0,1783,0.938,1.0,0.968,0.938
ts-assurance-service_energy_Anomaly_low,16,0,10,1773,1.0,0.615,0.762,0.615
ts-auth-mongo_energy_Anomaly_low,15,0,51,1733,1.0,0.227,0.37,0.227
ts-auth-service_energy_Anomaly_low,10,0,38,1751,1.0,0.208,0.344,0.208
ts-avatar-service_energy_Anomaly_low,11,0,7,1781,1.0,0.611,0.759,0.611
ts-basic-service_energy_Anomaly_low,4,0,5,1790,1.0,0.444,0.615,0.444
ts-cancel-service_energy_Anomaly_low,19,4,0,1776,0.826,1.0,0.905,0.826
ts-config-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-config-service_energy_Anomaly_low,4,0,6,1789,1.0,0.4,0.571,0.4
ts-consign-mongo_energy_Anomaly_low,48,6,39,1706,0.889,0.552,0.681,0.516
ts-consign-price-mongo_energy_Anomaly_low,44,0,35,1720,1.0,0.557,0.715,0.557
ts-consign-price-service_energy_Anomaly_low,37,3,28,1731,0.925,0.569,0.705,0.544
ts-consign-service_energy_Anomaly_low,23,0,31,1745,1.0,0.426,0.597,0.426
ts-contacts-mongo_energy_Anomaly_low,7,0,64,1728,1.0,0.099,0.18,0.099
ts-contacts-service_energy_Anomaly_low,20,0,13,1766,1.0,0.606,0.755,0.606
ts-execute-service_energy_Anomaly_low,23,7,0,1769,0.767,1.0,0.868,0.767
ts-food-map-mongo_energy_Anomaly_low,12,0,64,1723,1.0,0.158,0.273,0.158
