Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1982,0,5,5.371673174959436,1.931451028212905,98.17452298011631,8649.0,6.414524607942435,0.0,5,5,6,7,8,10,13,17,89,98,98
GET,/catalogue,10990,0,8,8.695246609715106,4.143809899687767,83.84355995804071,2795.0,35.56792403697647,0.0,8,9,9,10,11,13,17,21,65,82,84
GET,/category.html,10994,0,5,5.566162016866307,1.8858129624277353,67.58041703142226,11518.0,35.5808695962256,0.0,5,6,7,7,9,11,14,17,46,65,68
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1203,0,5,5.8460723739759946,2.093454939313233,59.349586023017764,10364.0,3.8933769441749493,0.0,5,6,7,7,9,11,14,19,58,59,59
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1175,0,5,5.791266641203077,2.1288689458742738,55.23841199465096,10364.0,3.80275802943106,0.0,5,6,7,8,10,12,15,17,45,55,55
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1210,0,5,5.6024519634271455,2.1518979920074344,58.408095967024565,10364.0,3.9160316728609215,0.0,5,6,6,7,9,11,14,17,58,58,58
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1186,0,5,5.48114120869145,2.0537630189210176,36.138424067758024,10364.0,3.8383583173661595,0.0,5,6,7,7,9,11,12,14,17,36,36
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1202,0,5,5.65919851058685,2.0417290506884456,56.108876946382225,10364.0,3.8901405543626675,0.0,5,6,7,7,9,11,13,15,49,56,56
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1230,0,5,5.666432270545482,1.9854060374200344,55.48495694529265,10364.0,3.9807594691065566,0.0,5,6,7,7,9,11,15,17,55,55,55
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1227,0,5,5.651101249117577,2.0577670074999332,57.381073012948036,10364.0,3.9710502996697117,0.0,5,6,7,7,9,11,13,17,45,57,57
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1208,0,5,5.330247101115698,2.1298950305208564,44.36427901964635,10364.0,3.9095588932363583,0.0,5,6,6,7,9,10,12,14,24,44,44
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1204,0,5,5.7873092177927346,2.1523390896618366,65.64900802914053,10364.0,3.896613333987231,0.0,5,6,7,7,9,11,13,17,61,66,66
GET,/login,1982,0,60,60.675490701826725,21.939906058833003,109.0952749364078,13.0,6.414524607942435,0.0,60,62,63,64,66,68,71,74,92,110,110
,Aggregated,36793,0,6,9.482527010792348,1.8858129624277353,109.0952749364078,7797.994346750741,119.07649036328256,0.0,6,8,8,9,12,56,62,64,73,89,110
