Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1057,0,5,4.918879102439732,2.0542569691315293,47.589452005922794,8649.0,3.421735389965348,0.0,5,5,6,6,7,9,11,12,27,48,48
GET,/catalogue,5930,0,8,8.59225237116604,4.3297880329191685,73.2487830100581,2795.0,19.196680096967373,0.0,8,9,9,10,11,12,15,16,51,73,73
GET,/category.html,5930,0,5,5.298119429581363,2.0104829454794526,64.84775000717491,11518.0,19.196680096967373,0.0,5,6,6,7,8,10,12,13,43,65,65
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,634,0,5,5.4528502916714485,2.23964499309659,46.03089299052954,10364.0,2.0523937911428862,0.0,5,6,6,7,9,10,12,14,46,46,46
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,639,0,5,5.278932741560415,2.2144229151308537,39.01643201243132,10364.0,2.068579862050953,0.0,5,5,6,7,9,10,12,14,39,39,39
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,658,0,5,5.281253092063133,2.268507960252464,16.635113046504557,10364.0,2.1300869315016073,0.0,5,5,7,7,8,9,11,13,17,17,17
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,641,0,5,5.3191332151247375,2.24431196693331,42.255543055944145,10364.0,2.07505429041418,0.0,5,6,6,7,9,10,11,12,42,42,42
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,653,0,5,5.3054905472648475,2.156245056539774,16.601813957095146,10364.0,2.1139008605935405,0.0,5,6,6,7,9,10,11,13,17,17,17
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,645,0,5,5.228490167290204,2.1401899866759777,14.571780920960009,10364.0,2.0880031471406335,0.0,5,6,6,7,8,9,12,13,15,15,15
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,691,0,5,5.176134670844676,2.1722549572587013,23.315784987062216,10364.0,2.236914999494849,0.0,5,5,6,6,8,9,11,14,23,23,23
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,672,0,5,5.2028469002661515,2.210914040915668,44.86782499589026,10364.0,2.175407930044195,0.0,5,5,6,7,8,9,11,12,45,45,45
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,653,0,5,5.473469008561823,2.2150130243971944,44.293781043961644,10364.0,2.1139008605935405,0.0,5,6,7,7,8,10,12,12,44,44,44
GET,/login,1057,0,61,61.69930405874253,52.500318037346005,89.95812898501754,13.0,3.421735389965348,0.0,61,63,64,65,67,69,71,73,84,90,90
,Aggregated,19860,0,6,9.264066331039304,2.0104829454794526,89.95812898501754,7806.360926485398,64.29107364684182,0.0,6,8,8,9,11,57,63,65,71,84,90
