Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2012,0,5,5.239939602648758,1.876372960396111,101.31301800720394,8649.0,6.51074268035147,0.0,5,5,6,6,8,10,12,14,63,100,100
GET,/catalogue,11092,0,8,8.795276454075891,4.226448014378548,95.07403103634715,2795.0,35.89321958770303,0.0,8,9,10,10,12,14,17,20,61,76,95
GET,/category.html,11095,0,5,5.667587249959916,1.9346070475876331,104.92125991731882,11518.0,35.90292745452264,0.0,5,6,7,7,9,11,14,17,40,100,100
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1162,0,5,5.828886274841459,1.9449610263109207,75.71719505358487,10364.0,3.7601804147954314,0.0,5,6,7,8,10,12,14,17,25,76,76
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1193,0,5,5.870824315653894,2.0862160017713904,73.79578403197229,10364.0,3.860495038598063,0.0,5,6,7,8,10,12,14,17,55,74,74
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1186,0,5,5.807668406969411,2.0868279971182346,61.29950098693371,10364.0,3.837843349352308,0.0,5,6,7,8,10,12,15,19,30,61,61
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1243,0,5,5.605507510068376,2.09844799246639,20.715004997327924,10364.0,4.022292818924889,0.0,5,6,7,7,10,12,14,15,19,21,21
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1248,0,5,5.978733260212138,2.173883025534451,107.09764703642577,10364.0,4.038472596957572,0.0,5,6,7,8,9,11,14,19,100,110,110
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1249,0,5,5.576106242640161,2.1432159701362252,63.61078599002212,10364.0,4.041708552564108,0.0,5,6,7,7,9,10,14,16,25,64,64
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1204,0,5,5.91584908255017,2.174610970541835,103.52316405624151,10364.0,3.896090550269965,0.0,5,6,7,8,10,11,14,16,63,100,100
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1218,0,5,5.687394773141039,2.1433959482237697,45.47381098382175,10364.0,3.9413939287614763,0.0,5,6,7,7,9,11,14,16,33,45,45
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1253,0,5,5.81498997810342,2.084875013679266,100.62390007078648,10364.0,4.054652374990254,0.0,5,6,7,7,10,12,14,17,42,100,100
GET,/login,2011,0,60,61.052063330028474,25.951261050067842,124.60215296596289,13.0,6.507506724744934,0.0,60,62,63,64,66,68,71,74,110,120,120
,Aggregated,37166,0,6,9.609650541010474,1.876372960396111,124.60215296596289,7796.649222407576,120.26752607253614,0.0,6,8,9,9,12,56,62,65,73,110,120
