Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1050,0,5,4.97350987556967,1.9098520278930664,40.5057790922001,8649.0,3.399262600808334,0.0,5,5,6,6,8,9,10,11,20,41,41
GET,/catalogue,5961,0,8,8.489380925802385,4.7334079863503575,59.5215130597353,2795.0,19.298099393731885,0.0,8,9,9,10,11,12,14,16,37,60,60
GET,/category.html,5961,0,5,5.206899423121118,1.8629149999469519,46.89577699173242,11518.0,19.298099393731885,0.0,5,5,6,7,8,9,11,13,38,47,47
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,644,0,5,5.36365403905106,2.342393039725721,16.466903034597635,10364.0,2.084881061829112,0.0,5,6,6,7,8,10,11,12,16,16,16
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,674,0,5,5.231710775231649,2.0562229910865426,40.827878983691335,10364.0,2.1820028504236353,0.0,5,5,6,7,9,10,12,13,41,41,41
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,670,0,5,5.222436892556777,2.0859549986198545,15.143386903218925,10364.0,2.1690532786110324,0.0,5,5,6,7,8,10,12,13,15,15,15
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,633,0,5,5.149768547178503,2.183037926442921,14.455768978223205,10364.0,2.049269739344453,0.0,5,6,6,7,8,9,11,12,14,14,14
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,646,0,5,5.245607456224091,2.17031198553741,18.645599018782377,10364.0,2.091355847735413,0.0,5,6,6,6,8,10,12,14,19,19,19
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,704,0,5,5.173665094182732,2.1910960786044598,41.266222950071096,10364.0,2.279124639018159,0.0,5,5,6,7,8,9,11,13,41,41,41
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,668,0,5,5.313626091444898,2.261009067296982,17.911435919813812,10364.0,2.1625784927047307,0.0,5,6,6,7,8,10,12,13,18,18,18
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,663,0,5,5.401376932985845,2.2183230612426996,45.07849703077227,10364.0,2.146391527938977,0.0,5,6,7,7,8,10,11,12,45,45,45
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,616,0,5,5.3919382422085995,2.1837949752807617,41.53069504536688,10364.0,1.9942340591408894,0.0,5,6,6,7,8,10,11,13,42,42,42
GET,/login,1050,0,61,61.50598817127978,19.033643999136984,92.29607007000595,13.0,3.399262600808334,0.0,61,63,64,64,66,69,72,75,88,92,92
,Aggregated,19940,0,6,9.160941540473305,1.8629149999469519,92.29607007000595,7810.884904714142,64.55361548582684,0.0,6,7,8,9,11,56,62,65,72,88,92
