Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1996,0,5,5.185611551988661,1.9378609722480178,69.88013407681137,8649.0,6.460892933362021,0.0,5,5,6,6,8,10,13,15,65,70,70
GET,/catalogue,11007,0,8,8.548267564061613,4.267320036888123,83.90775800216943,2795.0,35.628781822402686,0.0,8,9,9,10,11,13,16,18,55,78,84
GET,/category.html,11007,0,5,5.507906950141518,1.5836319653317332,74.11650102585554,11518.0,35.628781822402686,0.0,5,6,7,7,9,11,13,15,45,73,74
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1213,0,5,5.572939183914639,2.02455697581172,57.588126976042986,10364.0,3.9263843327495644,0.0,5,6,7,7,9,11,14,16,40,58,58
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1267,0,5,5.6072441559107045,2.1648070542141795,62.39311501849443,10364.0,4.101178029343527,0.0,5,6,7,7,9,11,13,17,49,62,62
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1162,0,5,5.6264803091844735,1.8815089715644717,60.308670974336565,10364.0,3.761301397077489,0.0,5,6,7,8,9,11,13,16,20,60,60
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1187,0,5,5.465733384923019,2.12935300078243,63.61747998744249,10364.0,3.842224404759879,0.0,5,6,6,7,9,11,12,14,55,64,64
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1263,0,5,5.730526439583051,2.1473730448633432,62.15398199856281,10364.0,4.088230348114345,0.0,5,6,7,7,9,11,14,17,42,62,62
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1171,0,5,5.580373411106597,1.9685529405251145,59.70328697003424,10364.0,3.7904336798431495,0.0,5,6,7,7,9,11,13,16,23,60,60
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1204,0,5,5.5796748751997205,2.0953459898009896,50.7664589677006,10364.0,3.897252049983904,0.0,5,6,7,7,9,11,13,15,41,51,51
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1217,0,5,5.473086479959448,2.1342980908229947,48.931912053376436,10364.0,3.939332013978747,0.0,5,6,7,7,9,10,13,16,22,49,49
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1179,0,5,5.549968290004478,2.0532029448077083,50.845240941271186,10364.0,3.816329042301514,0.0,5,6,7,7,9,11,13,14,20,51,51
GET,/login,1996,0,60,60.68717017219232,27.491105953231454,105.34166707657278,13.0,6.460892933362021,0.0,60,62,63,63,66,68,72,75,100,110,110
,Aggregated,36869,0,6,9.405812308157747,1.5836319653317332,105.34166707657278,7795.6189481678375,119.34201480968153,0.0,6,8,8,9,12,56,62,64,72,92,110
