service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-route-plan-service_energy_Anomaly_high,75,1,6,1716,0.987,0.926,0.956,0.915
ts-route-service_energy_Anomaly_high,2,0,13,1783,1.0,0.133,0.235,0.133
ts-seat-service_energy_Anomaly_high,3,0,8,1787,1.0,0.273,0.429,0.273
ts-security-mongo_energy_Anomaly_high,0,0,0,1798,0.0,0.0,0.0,0.0
ts-security-service_energy_Anomaly_high,0,0,0,1798,0.0,0.0,0.0,0.0
ts-station-mongo_energy_Anomaly_high,3,1,0,1794,0.75,1.0,0.857,0.75
ts-station-service_energy_Anomaly_high,5,0,3,1790,1.0,0.625,0.769,0.625
ts-ticket-office-mongo_energy_Anomaly_high,52,4,1,1741,0.929,0.981,0.954,0.912
ts-ticket-office-service_energy_Anomaly_high,0,0,0,1798,0.0,0.0,0.0,0.0
ts-ticketinfo-service_energy_Anomaly_high,2,0,9,1787,1.0,0.182,0.308,0.182
ts-train-mongo_energy_Anomaly_high,3,0,0,1795,1.0,1.0,1.0,1.0
ts-train-service_energy_Anomaly_high,7,0,3,1788,1.0,0.7,0.824,0.7
ts-travel-mongo_energy_Anomaly_high,3,0,0,1795,1.0,1.0,1.0,1.0
ts-travel-plan-service_energy_Anomaly_high,58,11,6,1723,0.841,0.906,0.872,0.773
ts-travel-service_energy_Anomaly_high,21,6,20,1751,0.778,0.512,0.618,0.447
ts-travel2-mongo_energy_Anomaly_high,6,0,2,1790,1.0,0.75,0.857,0.75
ts-travel2-service_energy_Anomaly_high,1,0,13,1784,1.0,0.071,0.133,0.071
ts-ui-dashboard_energy_Anomaly_high,0,0,0,1798,0.0,0.0,0.0,0.0
ts-user-mongo_energy_Anomaly_high,0,0,0,1798,0.0,0.0,0.0,0.0
ts-user-service_energy_Anomaly_high,0,0,0,1798,0.0,0.0,0.0,0.0
ts-verification-code-service_energy_Anomaly_high,3,0,5,1790,1.0,0.375,0.545,0.375
ts-voucher-mysql_energy_Anomaly_high,8,0,9,1781,1.0,0.471,0.64,0.471
ts-voucher-service_energy_Anomaly_high,0,0,0,1798,0.0,0.0,0.0,0.0
