Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1972,0,5,5.083644362974111,1.6709200572222471,43.97081793285906,8649.0,6.380977199659424,0.0,5,5,6,6,8,10,12,14,29,44,44
GET,/catalogue,10973,0,8,8.713972989272774,4.033870995044708,71.21209299657494,2795.0,35.50631988431179,0.0,8,9,9,10,12,13,16,18,65,69,71
GET,/category.html,10975,0,5,5.56996352757393,1.9107890548184514,66.36741699185222,11518.0,35.512791463621795,0.0,5,6,7,7,9,11,13,15,43,65,66
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1180,0,5,5.741224333474223,1.9465790828689933,61.05996202677488,10364.0,3.818231792899655,0.0,5,6,7,7,9,11,14,16,57,61,61
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1204,0,5,5.772634969495911,2.104453044012189,67.42853508330882,10364.0,3.8958907446196482,0.0,5,6,7,7,9,11,14,16,60,67,67
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1199,0,5,5.844743458245002,2.102326019667089,70.75902400538325,10364.0,3.8797117963446497,0.0,5,6,7,7,9,11,15,17,70,71,71
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1223,0,5,5.91276079035141,2.0463309483602643,68.98778292816132,10364.0,3.9573707480646427,0.0,5,6,7,8,9,11,14,16,61,69,69
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1238,0,5,5.622751209644153,2.068168018013239,65.0473500136286,10364.0,4.005907592889638,0.0,5,6,7,7,9,11,13,15,31,65,65
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1196,0,5,5.560428950504203,2.080320962704718,71.7149879783392,10364.0,3.8700044273796506,0.0,5,6,7,7,9,11,13,15,64,72,72
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1177,0,5,5.769713131648377,2.1489199716597795,63.99770104326308,10364.0,3.808524423934656,0.0,5,6,7,7,9,11,14,14,57,64,64
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1223,0,5,5.686831440207741,2.1685409592464566,59.16630499996245,10364.0,3.9573707480646427,0.0,5,6,7,8,9,11,13,15,22,59,59
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1209,0,5,5.567809842053934,2.1597830345854163,64.3218900077045,10364.0,3.912069692894647,0.0,5,6,7,7,9,11,12,14,21,64,64
GET,/login,1972,0,60,60.92449703582508,51.81561200879514,125.22310297936201,13.0,6.380977199659424,0.0,60,62,63,64,66,68,71,73,110,130,130
,Aggregated,36741,0,6,9.498096120502003,1.6709200572222471,125.22310297936201,7800.552107999238,118.88614771434426,0.0,6,8,9,9,12,56,62,64,71,92,130
