time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders-db_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1720322527.776,0.009655080600171364,0.005150763233528579,0.0021312711156319247,0.0007650058227031681,0.002473221260723611,0.00758719666792609,0.005025027779332474,0.002084689385413015,0.00716482559684078,0.09875394337310313,0.004233423890622964,0.003094261191244986,0.006263594340576047,30277662.467411716,12867075.781278424,677855.4873397028,0,2247911.0779559864,21830078.62399021,13181155.873957574,704645.9159763095,105056922.4914737,10759621.958692284,6843489.403647117,901181.6974969566,2840707.4279939355,7485723.578421542,596.0635936988396,223.19904094162092,0,6722.267810518463,14393223.583598712,152.83296953415046,302.293400247237,1396.9484832166577,1809781.4944310277,1196.2835186097877,308.676724609336,275.9642917298298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0014458144973590074,0.0007627023310415764,0.0003993820581166699,0.00015954927923882744,0.000494736911794718,0.0012489216608945193,0.0006413410398444752,0.0003042578641710238,0.0011995474054522256,0.012117614043995407,0.0006378171740836769,0.0005256194247212599,0.0008423727811641882
1720322532.776,0.011863194643020375,0.005524465074659244,0.0023912111702419484,0.0009568237184637637,0.005096493312511482,0.007765105384809835,0.005200262174759364,0.002074186625537072,0.007414405843090019,0.09677201514877617,0.004718103947726672,0.003327985264049807,0.00631699963396109,30350539.97623183,12792465.960446874,515511.27448290994,2120.877747424429,2217694.6536836303,21910101.484343965,15136920.62074754,530144.0270280195,80055533.428165,12944775.733034458,13596608.621472005,881308.8470960968,3086674.3534837747,14998047.499771457,1110.6692215915255,224.721566906238,0,13470.218629432298,14446059.012604283,146.29355144025573,300.83360875472806,1643.3599591494328,1816166.3111464626,6714927.162174427,528.1364548987825,299.85907501967455,0,74.04461477276837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0018516061213357405,0.0007684584253889275,0.0004997158567314649,0.00019174935749713333,0.000830907760602248,0.0012126315372719505,0.0006050509162219064,0.00032281220226815054,0.0011483085914251868,0.012061491948248348,0.0006854755136644681,0.0005286242413907634,0.0008482191106525133
1720322537.776,0.01586685597929374,0.005593913488288611,0.003011834913887072,0.0016837998925958247,0.008946491305285093,0.007901775271173654,0.0051207601218822415,0.0017996670079868935,0.007562488433685822,0.09563920252515071,0.004482996969251658,0.0035459958815631906,0.0063858806363619736,37537906.13404767,12705576.595171858,514864.90807354124,3573379.875142646,1120281.68002012,22344513.139721185,15461247.21294725,711326.6434568913,81302485.87779899,13113865.166480366,13757359.685536902,1081258.3910882107,3085628.8376691137,22249059.20469149,1470.3401238445663,223.23959014606498,0,37673.84040527431,14732354.24761975,74.73497910850803,381.2857222646287,1593.0954012557186,1841552.4729251803,6795468.792476397,520.1930403860807,299.94690881130657,0,73.51700619222831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002225338146456528,0.0008568367972880662,0.0005354724978366876,0.0002328525427861954,0.001118800693174858,0.0011767640423051948,0.0005672906342112845,0.0002837612625554364,0.0010915298297985083,0.012215989495967102,0.0006920498787363073,0.0005319114239266831,0.0009790393488841409
1720322542.776,0.0167745338857758,0.005863600371948577,0.0038531739216816005,0.0017877770402916708,0.015170390632716354,0.007837658698224857,0.005259796575976309,0.0020030631591381456,0.007474859231646151,0.0978417188660019,0.004515799293754962,0.004065647221712819,0.006593735964651717,45404840.7103875,12779144.30160335,565821.3895456261,3981126.6710292604,1249359.6981609152,22090658.315885298,13072175.90227651,364713.8698815978,105912223.08680625,10860109.178251691,13416330.967233097,878315.2026407482,3129640.87331056,22436752.660302624,1848.9094323270258,325.5120894840363,0,52592.695020050174,14564906.181156121,151.61947066444566,389.2357202578418,1556.5407792113788,1828949.414076716,6631514.160751416,525.8023106546855,456.2602109015298,0,73.95637729308103,0,0,0,0,0,0,0,0,0,0,76.0433684835883,0,0,0,0,0,0,0.0030776028724862313,0.00089546159596077,0.0005913089498586236,0.0002481535291752683,0.0012889497778716442,0.0012599485112477437,0.0004872820343651863,0.0003288000993642175,0.0011540517983536923,0.014080260163225212,0.0006916722806687757,0.000661462589285394,0.0010605771216198785
1720322547.776,0.028444009908237245,0.0060384773957869765,0.004288088010840881,0.0024111299206131948,0.017991797462577577,0.007730082128575834,0.005150026975941863,0.0020246450973918787,0.007320922900707428,0.09606752861946642,0.004380246821458321,0.004057754108711732,0.0066432788727776165,51784850.358838856,13124547.693220591,673294.0589116324,3887593.2475590836,1166589.8503103321,21954032.315848522,12961183.271245848,351963.611019405,107261138.14463219,13220202.49796763,13555954.359401602,859235.5901932133,3069388.5164675023,29201860.67768772,2506.453048509123,365.16653591042,0,60939.0288426433,14474850.598006045,150.33123520452168,375.62818678698505,1426.2361177289888,3709285.0491464045,6700528.996269063,517.2556872508164,298.45526085689306,0,75.95312268209464,0,0,0,0,0,0,0,0,0,0,74.61381521422327,0,0,0,0,0,0,0.004602583201039266,0.0009586565588815539,0.0005880502155999741,0.00023948980786979353,0.002330683577489218,0.0006901103501022811,0.0005398916960019936,0.00035414572492083147,0.001120582403239401,0.012532421581000886,0.0006591395246134282,0.000627562433391128,0.0010340949617897606
1720322552.776,0.03571815722031446,0.006562817870097996,0.005393575747449532,0.0031307833766699546,0.023599957047205182,0.004967253479594213,0.005333145945552481,0.0017631962890446299,0.0072165688313112165,0.09641188447331785,0.004344186055455803,0.005002532288950083,0.007021401329142346,52329083.53515272,12774321.921640106,565451.3789239873,7633992.073881467,87852.73327489416,13630557.072085734,15418288.5427282,351070.7240754634,106938920.04092968,11074975.777262181,13707969.671440605,660045.1552896978,3028281.131567131,36879990.168082416,3400.3356734222443,563.5995518251332,0,78074.3420929929,6740392.949819702,149.07555684961423,299.80420501747517,1347.171466159918,3726884.825986079,6775706.0913519645,597.5963379716594,367.8491243825775,0,73.92034072657053,0,0,0,0,0,0,0,0,0,0,73.5698248765155,0,0,0,0,0,0,0.006131698976637354,0.0009674450675103356,0.0006349660538781064,0.00038704432089552756,0.002744284258207471,0.0007040911500903451,0.0005489082151989604,0.00029503132858687376,0.0011247912871748319,0.014411555212950396,0.0006248433675767254,0.0006756183375176232,0.0010374701311136078
1720322557.776,0.037945310193066975,0.0066506220144434535,0.005985810600098826,0.004154902632396192,0.032285614967069554,0.0048739830632610025,0.005261252966558793,0.002069444493693094,0.007214379052505187,0.09657932586412395,0.0038779057123692583,0.00492873437584644,0.007072445200191185,59856169.81200421,15450100.376548488,699020.8817554583,7787645.238486693,135179.56140985744,14810323.024810035,12694065.156418554,354249.875339354,79859778.9178765,13120644.28348767,20352058.01200123,656939.8508459885,3097412.698996287,36958955.62719601,3948.9931420879343,749.6202485313227,3666.4291847061622,120060.79467322865,7323226.512862767,147.2851492268968,226.93778048645356,1415.857075282902,3681855.9823966264,6706075.959464113,591.7044366998321,376.48442957461674,0,74.50930456769687,0,0,0,0,0,0,0,0,0,0,75.29688591492335,0,0,0,0,0,0,0.006830005455175883,0.0010600244727828354,0.0008912409133915901,0.0004080632404837444,0.0031459017641269705,0.0006663483984603205,0.0005512925293990474,0.00036265541523786403,0.0007359563884144347,0.01446328946205515,0.0006283607526527266,0.0007637323930090367,0.0011746519196918468
1720322562.776,0.04342160729741967,0.0071670964992167855,0.007276078937059741,0.004930149815683046,0.04135291853654202,0.00418945222758508,0.005445817160367721,0.002057286171210088,0.004432647470947257,0.09523807879669184,0.003962981688871092,0.005397793803984939,0.007448980611578643,59718604.545043,15475750.683035228,730974.9123723675,11441122.93761855,171177.0520634033,7258709.059264707,12657060.58814042,350337.0893917391,73393293.00225735,10846601.108788513,22491114.254232194,917008.2080352771,3055656.4132327335,44250743.82978723,5073.184947725038,2275.2251216913874,3591.567946744926,158039.3099185823,1396.3719878707407,146.8021432539469,301.1709343578243,616.4033107599699,3648987.6579114785,7410875.608534508,466.9877141581788,371.445153801509,0,74.60566099595644,0,0,0,0,73.40107162697345,0,0,0,0,0,74.2890307603018,0,0,0,0,0,0,0.008316792558405988,0.001031161720039209,0.0009550210123645835,0.000495630957214527,0.004986105170670832,0.0006350476305332351,0.0006080338675382568,0.0003874018978866501,0.0005912665288237748,0.014534920346204716,0.0006356773687692447,0.0008606502474617379,0.0012773272579911777
1720322567.776,0.05051692559761682,0.007386638397880295,0.009126134879756248,0.006013668570303268,0.046994159978667065,0.004226383228433935,0.005344377168074371,0.0018535181673116784,0.004218592040000034,0.09579133454677172,0.004199603158194891,0.006186786149149885,0.007599764971893919,67301642.95575093,12852201.6623716,692200.079799775,15257889.648752194,173629.5424451964,7491388.374676047,12772414.172288436,349566.00209093746,58522419.2,12960763.270850312,20010961.716689244,1023668.2071658793,2426944.94090516,51701769.672309816,5798.119850459148,2377.1627552685986,3593.1111031544274,162857.7313520671,1592.2991484635322,148.16154527861676,300.50806111406615,573.44,3636363.741736847,6592889.7126969425,419.1067378365934,221.3894494090516,0,74.33486987768138,0,0,0,0,74.08077263930838,0,0,0,0,0,73.79648313635053,0,0,0,0,0,0,0.008857094198591847,0.0011632847933430747,0.0009380275208198055,0.0006968387823286495,0.004980657685847388,0.0006816098569225156,0.0006973765142167633,0.000387091439826224,0.0006384496713339075,0.012928860490519882,0.000680998962414604,0.0008947485070361747,0.0013333158386069908
1720322572.776,0.05182917558438771,0.007863409204664454,0.011256287385261687,0.007933359780490305,0.05515190702135517,0.004082110766634286,0.005547570280111036,0.0021127468869775717,0.004153471492122716,0.09463453780011781,0.003949028029693533,0.006511657506249886,0.007945591394636586,66219837.87261419,12576474.25498305,758113.3270022159,14574572.708311962,179125.14755825148,14840608.024068534,10188392.083348354,175996.77235966182,28422231.287759583,10990088.672853144,27371273.604914796,1095361.0335577817,1887596.0259953684,50869427.12130959,6179.514030634884,2755.3023108578664,3431.1895237118333,161792.85545647715,1427.6751481352385,147.6621363423339,150.23198664930587,636.5561318647163,1856292.2374429223,6763582.53492284,448.45896972682976,841.4133114215283,0,72.70016506629275,0,0,0,0,73.83106817116695,0,0,0,0,0,76.49211922013893,0,0,0,0,0,0,0.009071967799787658,0.0011322389879014087,0.0013127919135652423,0.0007934747671988966,0.005197919350649801,0.0006921679584788443,0.000780860215204742,0.00047352861846613315,0.0005197626689317141,0.012759162861478688,0.0006892397601352898,0.0009849429782749365,0.0012583130932487345
