Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1021,0,5,5.0011708900098935,1.9574890611693263,43.549846042878926,8649.0,3.3052747696536207,0.0,5,5,6,6,8,9,11,12,17,44,44
GET,/catalogue,5964,0,8,8.603554243153326,4.643404041416943,53.55514108669013,2795.0,19.30720737141449,0.0,8,9,9,10,11,13,15,17,43,54,54
GET,/category.html,5964,0,5,5.270379964204625,2.013619989156723,52.910256083123386,11518.0,19.30720737141449,0.0,5,6,6,7,8,10,12,13,38,53,53
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,638,0,5,5.266555430415761,2.0909670274704695,17.59972795844078,10364.0,2.0653920695778747,0.0,5,5,6,7,8,10,13,15,18,18,18
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,659,0,5,5.617374876494292,2.2562609519809484,48.973779077641666,10364.0,2.1333751941251085,0.0,5,6,7,7,9,11,13,14,49,49,49
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,635,0,5,5.305510622955214,2.233006991446018,22.17427990399301,10364.0,2.055680194642555,0.0,5,6,6,7,8,10,12,13,22,22,22
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,666,0,5,5.2223098209105405,2.196222892962396,36.50420508347452,10364.0,2.1560362356408533,0.0,5,5,6,7,8,9,11,12,37,37,37
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,682,0,5,5.399386247256744,2.0734049612656236,16.729056020267308,10364.0,2.2078329019625555,0.0,5,6,7,7,9,11,12,14,17,17,17
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,660,0,5,5.119621008987341,2.1511500235646963,18.24171410407871,10364.0,2.136612485770215,0.0,5,5,6,6,8,9,11,13,18,18,18
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,692,0,5,5.328982880721245,2.23760399967432,16.599094960838556,10364.0,2.2402058184136195,0.0,5,6,7,7,8,10,11,14,17,17,17
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,658,0,5,5.308284335253098,2.204535063356161,39.12757302168757,10364.0,2.1301379024800022,0.0,5,6,6,7,8,9,12,13,39,39,39
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,626,0,5,5.372159209432669,2.1329529117792845,51.9717619754374,10364.0,2.026544569836598,0.0,5,6,6,7,8,10,11,13,52,52,52
GET,/login,1019,0,61,61.585854907575865,22.70796406082809,98.44095993321389,13.0,3.2988001863634078,0.0,61,63,64,64,66,68,71,74,79,98,98
,Aggregated,19884,0,6,9.15912821537125,1.9574890611693263,98.44095993321389,7821.365520016093,64.37030707129539,0.0,6,8,8,9,11,55,62,65,71,79,98
