time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders-db_disk,rabbitmq_disk,user_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1720302712.565,0.01406435124388994,0.005296786546431175,0.0022883637896095976,0.0008322404752446639,0.0035841310634413515,0.005026372496783161,0.0050838102838520905,0.002148334841545394,0.004677919006596267,0.09184275828395877,0.005296750220750522,0.0028878363291646924,0.006153050243169788,51800564.38316189,12599226.935595755,881665.0467155641,0,3290110.5979005024,21618260.28017905,18311221.582387466,676640.3191253601,53081830.22744477,13289753.785385123,14399594.996320827,652698.7275312649,1824187.6698612503,14610620.55883855,655.6747238674565,734.5372379534817,0,6505.741670470105,7124853.150655139,227.52606143648043,226.93358942158528,812.0246548678947,11210818.813546924,7114727.888153055,0,146.47403804892005,0,1866924.4970919376,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0030278219196549403,0.0005182346960298692,0.0003580941093074574,0.00019328562335713044,0.0006882679594504491,0.0006804472653304135,0.0004514535874234419,0.00030536981091465335,0.0008782103736071763,0.006036828050946875,0.0007703788230882249,0.00040635906237713397,0.0006801584685992683
1720302717.565,0.016690992956995013,0.005540156420462923,0.0026456048572306916,0.001057412167438482,0.007229452113060074,0.00539406463878326,0.005158809259956604,0.0021069083814294525,0.004886744638468925,0.0922510553426366,0.005145249230612321,0.003144440123314611,0.006416749295364862,50452424.99911072,13049697.184136815,886692.6345865206,0,2226276.3246387346,21911241.307103105,17731191.564903975,826663.762750009,54833449.996276714,11121233.748372547,13309475.388094472,634418.8090218104,1857362.7916280257,21340927.826983955,905.793896505971,666.6304996473716,0,31716.731800418067,7221512.609981449,293.79382071834596,223.02079930305996,991.2875121006776,11245691.819632152,6576109.091527385,145.14271540192414,148.96441365264673,0,1934398.34881321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003301826927143112,0.0005702016644361774,0.00034202954508687986,0.00023387731359867002,0.0009814004888322387,0.0007314159214769255,0.0004205645254931851,0.0002860142412574561,0.0007680954682094585,0.006148796599787034,0.0006976344217195059,0.00046609345701773995,0.0006936129754908417
1720302722.565,0.022128124559299283,0.005680345463627619,0.0029000740633063193,0.0015253738326247315,0.010796444056310955,0.0052381131733983234,0.005133019791572271,0.0018303826601987613,0.005176634271238588,0.09144128536426005,0.005052612156943238,0.0034600287781614857,0.006464209055699002,58863865.663504526,10485902.464293644,714273.2129229202,0,2260009.8381116698,22030136.332576137,17917132.6144087,827445.4315873622,53296545.73418982,13195174.271298412,14604117.240993302,654264.3205613112,2509649.8708963483,29035329.625994988,1288.24095315622,967.5473343751135,0,48792.335083146725,7260571.702956766,148.47304032623472,148.8345051870424,963.5031213245275,11129852.989219207,7215819.399615664,149.68298342743336,151.08815935079306,0,1941985.347443203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004116069274479764,0.0006922209493889518,0.00028475458940029074,0.000251754775119884,0.0010762897502950499,0.0007319844581354825,0.0005019107176336548,0.00024550816992816786,0.0008188691850561465,0.007970527444022818,0.0006559461097537307,0.000495368948970958,0.0007326926563594114
1720302727.565,0.024758866275323903,0.006065429243976739,0.0031862075005986484,0.001892921619324859,0.015498268046932733,0.005217908365885405,0.00525905721339244,0.0020877533675549734,0.005142196866065923,0.09124005630425053,0.004803512988192521,0.004097365465580404,0.006656546172714811,57970392.7267521,10470983.697959937,904395.9549816722,0,2216368.611235955,21572444.444444444,15272350.884780336,664697.8302024173,79935590.05536859,10851339.454138702,7104718.47411444,652693.3858239013,2454910.9010893875,35706951.10602048,2041.7612849626141,1056.272909797565,0,58466.948314606736,7109777.777777778,221.42934371283383,223.67846221057232,963.4856874027431,9149969.181208054,7025625.867393278,149.30650482074833,295.5053747925835,0,1937933.9425828487,0,0,0,0,0,0,0,0,0,0,73.87634369814587,0,0,0,0,0,0,0,0.0050857310917648245,0.0006570578652106351,0.0003740549618591619,0.00021293899656652822,0.0014004356021056165,0.0007423739977246922,0.0005062636153477505,0.00023262423263221063,0.0008149047322877833,0.009737030750420116,0.0006595988009596977,0.0006274878994664278,0.0006158504640157331
1720302732.565,0.02983918727697574,0.006072857200498863,0.00410861661063153,0.0024020447510585486,0.019851436923801688,0.005025266351599994,0.005185324333579655,0.0020921885256375153,0.0049061707224058275,0.09119459138736985,0.0047881304308748695,0.00392848536390972,0.006662658280846762,58575537.73977937,12997836.10886949,896020.9359382099,0,2250736.8803869514,21517040.585879717,15275600.237910712,668946.7900626106,80226585.98772383,13119294.240799898,7030518.092430481,650985.4725935586,3065846.131634513,43328330.392884955,2479.055095004035,1191.0222626079055,0,73438.1205222388,7091492.766694324,221.4732440567381,224.3031597393352,818.2181382341191,9227329.110040247,6952251.514443386,148.38966778973298,295.6813629062821,0,1925174.0884748,0,0,0,0,0,0,0,0,0,0,73.92034072657053,0,0,0,0,0,0,0,0.005368839969381298,0.0006640086930042634,0.00036606883453037985,0.0002499891071028862,0.002516343468483806,0.0006660167587938838,0.0005104833988909261,0.00020794104031183672,0.0013713374821163297,0.00979412077582756,0.0005815755555682501,0.0007203863293872196,0.0006221390616592382
1720302737.565,0.03322982374787967,0.006491295928427971,0.00516871593592279,0.003070034654462396,0.02495156521671627,0.0044302251445351975,0.0053798629246676515,0.0017494160360101859,0.007287925584010471,0.09106831014741926,0.0045441809098600745,0.004346448669227766,0.006976065369776668,57662801.24988841,15521947.927697642,895762.6958449963,0,1224334.5735972612,14598779.994493898,15646024.224519942,817113.876833686,80125325.59489264,11089930.862933023,7041076.133724594,230460.95388734428,3078473.1474940684,42628020.21248104,2991.4186598502824,1116.7254353120798,0,99290.96591754723,2104.946315499679,226.88330871491877,293.82016426957426,3491.5844457341846,9351037.494970188,6962691.19844456,156.29769676998595,370.9540111213752,0,1916527.1498995796,0,0,0,0,0,0,0,0,0,0,74.19080222427503,0,0,0,0,0,0,0,0.006436380257147683,0.0008008696173163341,0.00056561074140398,0.0004153205911121177,0.0026502982641605334,0.0006740753061300746,0.0005196800330237611,0.00016958033231270991,0.0013792342502295198,0.009751548569275757,0.0005069601699678464,0.0007239567965499596,0.000679570144333839
1720302742.565,0.03876874108595136,0.006911122829302537,0.006581817733990147,0.003899569772776939,0.03313749963858485,0.004300587360662283,0.005245637548985968,0.002008281826667624,0.007288090482187827,0.08891013167812807,0.004141555000000005,0.004919417977402604,0.00713251437121324,59037210.95820312,11844998.612759273,717989.2848153608,0,1207426.819868428,14440032.242837952,12753943.763205895,655854.0963595893,105979615.11335012,12982531.177994108,7034290.647482014,447088.6584889154,2513089.995566721,43640212.43854744,3902.191171800572,1399.1586063068569,0,120705.9709251259,1487.2372099778513,221.9132067975367,294.1049759460042,3463.6919755307663,9132064.374385998,6955980.431654676,152.4858998939002,378.30648736515445,0,1754411.4589426888,0,0,0,0,0,0,0,0,0,0,75.66129747303088,0,0,0,0,0,0,0,0.006382528198195024,0.0008579070573123723,0.0006549650666089738,0.0004959531056498913,0.0032185796243352303,0.0006793532479202787,0.0005242424664195576,0.0002836113163789732,0.0013872888387095822,0.009871377758954252,0.0004728545000128379,0.0008485378973225771,0.0007366075843298774
1720302747.565,0.04245759058095566,0.0071973203798529,0.007329459398971212,0.004829495145903324,0.04112375692812282,0.004340493226656962,0.0053259358480518305,0.0019798117636637435,0.007041944173402695,0.08958337719952689,0.004089322643149481,0.005664533447117767,0.007483015718507573,51111923.14233504,10560975.998510381,727011.3527659958,0,150177.97581158497,7234789.489953633,15040139.735510785,647218.0706882806,106038004.86074856,11024951.760531345,7082441.0561008295,440803.538328837,2514493.091983746,43206052.50493025,4347.304720230892,1404.6385705261257,0,133193.56188051286,1713.0284571324669,218.12372415017308,217.69864469837896,3392.010369596918,9301434.264398145,7003594.799174243,300.68454183413166,378.2785371259697,0,1954532.948515036,0,0,0,0,72.7079080500577,0,0,0,0,0,75.65570742519394,0,0,0,0,0,0,0,0.007492490810730028,0.0008266974532499908,0.0006658849517193951,0.0007049931621708272,0.005015120622280417,0.000726721303232447,0.0004480357241033959,0.0002600230398306759,0.001360122986243351,0.010274052053769377,0.0005164508221667319,0.0008217229463735081,0.0007820816202568303
1720302752.565,0.04750612697417898,0.007437346790815404,0.008625815912659839,0.005884070437852099,0.04864255236626986,0.004199905888509926,0.005264769434354865,0.001692825121443442,0.007133265763679129,0.08936061230024388,0.004192397888880673,0.005854535715601399,0.007589650532161036,57751429.00118182,7704197.577291629,745418.3323126032,0,178793.6507936508,7175705.917384008,12888340.95679632,664838.8911209321,81856247.84598565,13225110.407338647,7204897.50202638,442419.30373917846,3147229.1716797776,49842538.98220105,5257.928041945399,1672.3641964998237,0,165850.6760728983,1774.0241459585295,224.2867833610163,224.40556630994558,3339.3985436083676,9303262.349386625,7124688.821752267,301.7867010499171,227.4502545118001,0,1897815.8018441512,0,0,0,0,74.76226112033876,0,0,0,0,0,75.81675150393336,0,0,0,0,0,0,0,0.007442965761978871,0.0010031745662892858,0.0009605840726231363,0.0007833475180808111,0.005113977029429366,0.000692066682809619,0.0004939275653129517,0.00021944889967536298,0.0013283405155723271,0.011999235844366064,0.0004823761183004554,0.0008585026800561443,0.0009544227212999609
1720302757.565,0.05098847140463359,0.008006174339293185,0.010705923862597881,0.007193915620527109,0.057458726682961876,0.004313746236758999,0.005369641744325398,0.0018757614382038724,0.006804359972190213,0.08944826121786098,0.0037319827276064226,0.006683332465947631,0.0079683876943493,58644403.90499781,10328991.651357792,547899.7258408443,0,180880.2373543672,1979.1116892770856,10107134.77739818,494831.2153148105,80825874.8193278,11055186.292220945,300.73421439060206,216991.04499039892,2442777.038538099,50701652.33862742,6034.595027192201,2128.478506280574,0,168134.88675012664,1979.1116892770856,219.79358577637862,222.1298288110776,3297.3635581901676,7464300.578456597,300.73421439060206,367.53225777506594,220.3611713860445,0,1909241.564961167,0,0,0,0,73.26452859212621,0,0,0,0,0,73.45372379534817,0,0,0,0,0,0,0,0.008565551933528303,0.0010042945841672128,0.0010488156055082011,0.0007507350619813753,0.0055637529616618855,0.0006555630454382307,0.0005373577415719954,0.00029148130776705675,0.0012823850481089956,0.010241433928321653,0.0005788942827230793,0.0009575047939400225,0.0009584460140406066
