Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1037,0,5,5.049702452303502,2.0548750180751085,44.80067396070808,8649.0,3.3567716295862486,0.0,5,5,6,6,8,9,11,12,43,45,45
GET,/catalogue,5964,0,8,8.523124760260561,4.530081991106272,67.76515790261328,2795.0,19.305483123290635,0.0,8,9,9,10,11,13,15,17,45,68,68
GET,/category.html,5964,0,5,5.302464486588396,1.9729479681700468,47.70743998233229,11518.0,19.305483123290635,0.0,5,6,6,7,9,10,12,14,35,48,48
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,664,0,5,5.249253955967051,2.1287240087985992,15.924317995086312,10364.0,2.1493696837466434,0.0,5,6,6,7,8,10,11,12,16,16,16
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,670,0,5,5.298800546495216,2.1621589548885822,37.4056639848277,10364.0,2.1687916989612215,0.0,5,6,6,7,8,10,12,13,37,37,37
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,623,0,5,5.360309778485465,2.2045900113880634,16.719758976250887,10364.0,2.01665257978036,0.0,5,6,6,7,9,10,12,13,17,17,17
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,686,0,5,5.466421850232011,2.136880997568369,15.844353009015322,10364.0,2.2205837395334296,0.0,5,6,7,7,9,10,12,13,16,16,16
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,653,0,5,5.331650972836986,2.2049510153010488,17.411359935067594,10364.0,2.1137626558532503,0.0,5,6,7,7,9,10,12,14,17,17,17
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,653,0,5,5.394603811585235,2.0850879373028874,39.82155199628323,10364.0,2.1137626558532503,0.0,5,6,7,7,8,9,11,13,40,40,40
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,668,0,5,5.438602607018275,2.1535230334848166,24.346008081920445,10364.0,2.1623176938896953,0.0,5,6,7,7,9,10,13,14,24,24,24
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,673,0,5,5.442970556021567,2.2478679893538356,16.61886100191623,10364.0,2.1785027065685103,0.0,5,6,7,7,9,11,12,13,17,17,17
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,620,0,5,5.557026662262937,1.9343129824846983,48.925269045867026,10364.0,2.0069415721730706,0.0,5,6,7,7,9,10,12,13,49,49,49
GET,/login,1037,0,61,61.683761929799495,32.779871951788664,90.54043097421527,13.0,3.3567716295862486,0.0,61,63,64,65,67,69,72,74,86,91,91
,Aggregated,19912,0,6,9.217018021150007,1.9343129824846983,90.54043097421527,7814.205805544395,64.4551944921132,0.0,6,7,8,9,11,56,62,65,72,86,91
