Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2006,0,5,5.070756078216759,1.9071350106969476,42.99455997534096,8649.0,6.4932586086064985,0.0,5,5,6,7,8,9,11,13,36,43,43
GET,/catalogue,10970,0,8,8.561567965905125,3.876078990288079,86.10831398982555,2795.0,35.50899647877033,0.0,8,9,9,10,11,13,16,18,52,72,86
GET,/category.html,10970,0,5,5.541773413990539,1.7077610827982426,65.06680394522846,11518.0,35.50899647877033,0.0,5,6,7,7,9,11,13,15,50,63,65
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1225,0,5,5.735125500917891,2.061482984572649,62.63004499487579,10364.0,3.9652252221051647,0.0,5,6,7,8,9,12,14,16,62,63,63
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1179,0,5,5.519795550157468,2.154186018742621,54.029433988034725,10364.0,3.81632696886693,0.0,5,6,7,7,9,11,13,14,21,54,54
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1196,0,5,5.444113922034418,2.033913042396307,57.957506040111184,10364.0,3.8713545841941035,0.0,5,6,6,7,9,11,13,15,27,58,58
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1177,0,5,5.626354321636443,2.0882359240204096,77.05397892277688,10364.0,3.809853131769615,0.0,5,6,7,7,9,11,13,15,26,77,77
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1198,0,5,5.581219725502042,2.078330027870834,64.22661105170846,10364.0,3.8778284212914182,0.0,5,6,7,7,9,11,14,16,59,64,64
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1229,0,5,5.502616112238664,2.0389279816299677,22.679558023810387,10364.0,3.9781728962997938,0.0,5,6,7,7,9,11,13,15,21,23,23
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1215,0,5,5.5922764098586,2.124298014678061,62.79959005769342,10364.0,3.932856036618592,0.0,5,6,7,7,9,11,13,15,61,63,63
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1227,0,5,5.53344809398975,2.0547190215438604,19.708317006006837,10364.0,3.971699059202479,0.0,5,6,7,7,9,11,12,14,19,20,20
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1176,0,5,5.710579447771366,2.1263030357658863,89.7405130090192,10364.0,3.8066162132209582,0.0,5,6,7,7,9,12,14,17,56,90,90
GET,/login,2004,0,60,60.51630464936895,51.38095491565764,110.3229810250923,13.0,6.486784771509184,0.0,60,62,63,63,65,67,70,74,94,110,110
,Aggregated,36772,0,6,9.42499259328425,1.7077610827982426,110.3229810250923,7792.58033286196,119.0279688712254,0.0,6,8,8,9,12,56,61,64,71,90,110
