service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-order-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-payment-mongo_energy_Anomaly_high,8,1,67,1725,0.889,0.107,0.191,0.105
ts-payment-service_energy_Anomaly_high,9,3,25,1764,0.75,0.265,0.392,0.243
ts-preserve-other-service_energy_Anomaly_high,8,4,7,1782,0.667,0.533,0.593,0.421
ts-preserve-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-price-mongo_energy_Anomaly_high,6,3,7,1785,0.667,0.462,0.546,0.375
ts-price-service_energy_Anomaly_high,10,0,11,1780,1.0,0.476,0.645,0.476
ts-rebook-mongo_energy_Anomaly_high,12,2,69,1718,0.857,0.148,0.252,0.145
ts-rebook-service_energy_Anomaly_high,12,8,67,1714,0.6,0.152,0.243,0.138
ts-route-mongo_energy_Anomaly_high,1,0,4,1796,1.0,0.2,0.333,0.2
ts-route-plan-service_energy_Anomaly_high,9,5,75,1712,0.643,0.107,0.183,0.101
ts-route-service_energy_Anomaly_high,6,0,15,1780,1.0,0.286,0.445,0.286
ts-seat-service_energy_Anomaly_high,4,0,12,1785,1.0,0.25,0.4,0.25
ts-security-mongo_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-security-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-station-mongo_energy_Anomaly_high,10,5,5,1781,0.667,0.667,0.667,0.5
ts-station-service_energy_Anomaly_high,10,0,8,1783,1.0,0.556,0.715,0.556
ts-ticket-office-mongo_energy_Anomaly_high,9,1,68,1723,0.9,0.117,0.207,0.115
ts-ticket-office-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-ticketinfo-service_energy_Anomaly_high,6,0,17,1778,1.0,0.261,0.414,0.261
ts-train-mongo_energy_Anomaly_high,3,1,5,1792,0.75,0.375,0.5,0.333
ts-train-service_energy_Anomaly_high,10,0,3,1788,1.0,0.769,0.869,0.769
ts-travel-mongo_energy_Anomaly_high,1,0,1,1799,1.0,0.5,0.667,0.5
ts-travel-plan-service_energy_Anomaly_high,15,8,48,1730,0.652,0.238,0.349,0.211
ts-travel-service_energy_Anomaly_high,8,0,6,1787,1.0,0.571,0.727,0.571
ts-travel2-mongo_energy_Anomaly_high,1,0,15,1785,1.0,0.062,0.117,0.062
ts-travel2-service_energy_Anomaly_high,10,2,12,1777,0.833,0.455,0.589,0.417
ts-ui-dashboard_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-user-mongo_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-user-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-verification-code-service_energy_Anomaly_high,8,0,9,1784,1.0,0.471,0.64,0.471
ts-voucher-mysql_energy_Anomaly_high,11,4,18,1768,0.733,0.379,0.5,0.333
ts-voucher-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
