service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly_high,6,2,21,1772,0.75,0.222,0.343,0.207
redis_energy_Anomaly_high,10,0,43,1748,1.0,0.189,0.318,0.189
ts-account-mongo_energy_Anomaly_high,6,0,84,1711,1.0,0.067,0.126,0.067
ts-admin-basic-info-service_energy_Anomaly_high,12,4,74,1711,0.75,0.14,0.236,0.133
ts-admin-order-service_energy_Anomaly_high,4,0,1,1796,1.0,0.8,0.889,0.8
ts-admin-route-service_energy_Anomaly_high,13,4,70,1714,0.765,0.157,0.261,0.149
ts-admin-travel-service_energy_Anomaly_high,11,4,76,1710,0.733,0.126,0.215,0.121
ts-admin-user-service_energy_Anomaly_high,4,0,6,1791,1.0,0.4,0.571,0.4
ts-assurance-mongo_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-assurance-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-auth-mongo_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-auth-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-avatar-service_energy_Anomaly_high,8,1,13,1779,0.889,0.381,0.533,0.364
ts-basic-service_energy_Anomaly_high,8,0,11,1782,1.0,0.421,0.593,0.421
ts-cancel-service_energy_Anomaly_high,1,0,4,1796,1.0,0.2,0.333,0.2
ts-config-mongo_energy_Anomaly_high,4,3,7,1787,0.571,0.364,0.445,0.286
ts-config-service_energy_Anomaly_high,9,0,20,1772,1.0,0.31,0.473,0.31
ts-consign-mongo_energy_Anomaly_high,10,1,80,1710,0.909,0.111,0.198,0.11
ts-consign-price-mongo_energy_Anomaly_high,12,2,76,1711,0.857,0.136,0.235,0.133
ts-consign-price-service_energy_Anomaly_high,13,4,20,1764,0.765,0.394,0.52,0.351
ts-consign-service_energy_Anomaly_high,12,4,17,1768,0.75,0.414,0.534,0.364
ts-contacts-mongo_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-contacts-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-execute-service_energy_Anomaly_high,1,0,2,1798,1.0,0.333,0.5,0.333
ts-food-map-mongo_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-food-map-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-food-mongo_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-food-service_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-inside-payment-mongo_energy_Anomaly_high,7,1,67,1726,0.875,0.095,0.171,0.093
ts-inside-payment-service_energy_Anomaly_high,12,6,24,1759,0.667,0.333,0.444,0.286
ts-news-mongo_energy_Anomaly_high,8,2,71,1720,0.8,0.101,0.179,0.099
ts-news-service_energy_Anomaly_high,1,0,0,1800,1.0,1.0,1.0,1.0
ts-notification-service_energy_Anomaly_high,6,3,6,1786,0.667,0.5,0.572,0.4
ts-order-mongo_energy_Anomaly_high,0,0,0,1801,0.0,0.0,0.0,0.0
ts-order-other-mongo_energy_Anomaly_high,3,1,5,1792,0.75,0.375,0.5,0.333
ts-order-other-service_energy_Anomaly_high,7,0,12,1782,1.0,0.368,0.538,0.368
