service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly_low,20,0,7,1774,1.0,0.741,0.851,0.741
redis_energy_Anomaly_low,52,5,1,1743,0.912,0.981,0.945,0.897
ts-account-mongo_energy_Anomaly_low,61,3,29,1708,0.953,0.678,0.792,0.656
ts-admin-basic-info-service_energy_Anomaly_low,58,11,28,1704,0.841,0.674,0.748,0.598
ts-admin-order-service_energy_Anomaly_low,3,0,2,1796,1.0,0.6,0.75,0.6
ts-admin-route-service_energy_Anomaly_low,39,11,44,1707,0.78,0.47,0.587,0.415
ts-admin-travel-service_energy_Anomaly_low,73,9,14,1705,0.89,0.839,0.864,0.76
ts-admin-user-service_energy_Anomaly_low,4,0,6,1791,1.0,0.4,0.571,0.4
ts-assurance-mongo_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-assurance-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-auth-mongo_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-auth-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-avatar-service_energy_Anomaly_low,19,0,2,1780,1.0,0.905,0.95,0.905
ts-basic-service_energy_Anomaly_low,17,1,2,1781,0.944,0.895,0.919,0.85
ts-cancel-service_energy_Anomaly_low,5,1,0,1795,0.833,1.0,0.909,0.833
ts-config-mongo_energy_Anomaly_low,1,2,10,1788,0.333,0.091,0.143,0.077
ts-config-service_energy_Anomaly_low,10,0,19,1772,1.0,0.345,0.513,0.345
ts-consign-mongo_energy_Anomaly_low,73,3,17,1708,0.961,0.811,0.88,0.785
ts-consign-price-mongo_energy_Anomaly_low,50,12,38,1701,0.806,0.568,0.666,0.5
ts-consign-price-service_energy_Anomaly_low,24,5,9,1763,0.828,0.727,0.774,0.632
ts-consign-service_energy_Anomaly_low,12,2,17,1770,0.857,0.414,0.558,0.387
ts-contacts-mongo_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-contacts-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-execute-service_energy_Anomaly_low,3,0,0,1798,1.0,1.0,1.0,1.0
ts-food-map-mongo_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-food-map-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-food-mongo_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-food-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-inside-payment-mongo_energy_Anomaly_low,61,5,13,1722,0.924,0.824,0.871,0.772
ts-inside-payment-service_energy_Anomaly_low,26,1,10,1764,0.963,0.722,0.825,0.703
ts-news-mongo_energy_Anomaly_low,46,7,33,1715,0.868,0.582,0.697,0.535
ts-news-service_energy_Anomaly_low,1,0,0,1800,1.0,1.0,1.0,1.0
ts-notification-service_energy_Anomaly_low,5,0,7,1789,1.0,0.417,0.589,0.417
ts-order-mongo_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-order-other-mongo_energy_Anomaly_low,8,0,0,1793,1.0,1.0,1.0,1.0
ts-order-other-service_energy_Anomaly_low,11,0,8,1782,1.0,0.579,0.733,0.579
ts-order-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-payment-mongo_energy_Anomaly_low,57,2,18,1724,0.966,0.76,0.851,0.74
ts-payment-service_energy_Anomaly_low,22,4,12,1763,0.846,0.647,0.733,0.579
ts-preserve-other-service_energy_Anomaly_low,15,9,0,1777,0.625,1.0,0.769,0.625
ts-preserve-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-price-mongo_energy_Anomaly_low,6,0,7,1788,1.0,0.462,0.632,0.462
ts-price-service_energy_Anomaly_low,18,0,3,1780,1.0,0.857,0.923,0.857
ts-rebook-mongo_energy_Anomaly_low,42,19,39,1701,0.689,0.519,0.592,0.42
ts-rebook-service_energy_Anomaly_low,65,6,14,1716,0.915,0.823,0.867,0.765
ts-route-mongo_energy_Anomaly_low,5,0,0,1796,1.0,1.0,1.0,1.0
ts-route-plan-service_energy_Anomaly_low,21,1,63,1716,0.955,0.25,0.396,0.247
ts-route-service_energy_Anomaly_low,19,0,2,1780,1.0,0.905,0.95,0.905
ts-seat-service_energy_Anomaly_low,8,0,8,1785,1.0,0.5,0.667,0.5
ts-security-mongo_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-security-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-station-mongo_energy_Anomaly_low,5,0,10,1786,1.0,0.333,0.5,0.333
ts-station-service_energy_Anomaly_low,12,0,6,1783,1.0,0.667,0.8,0.667
ts-ticket-office-mongo_energy_Anomaly_low,52,9,25,1715,0.852,0.675,0.753,0.605
ts-ticket-office-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-ticketinfo-service_energy_Anomaly_low,16,0,7,1778,1.0,0.696,0.821,0.696
ts-train-mongo_energy_Anomaly_low,2,1,6,1792,0.667,0.25,0.364,0.222
ts-train-service_energy_Anomaly_low,13,0,0,1788,1.0,1.0,1.0,1.0
ts-travel-mongo_energy_Anomaly_low,2,0,0,1799,1.0,1.0,1.0,1.0
ts-travel-plan-service_energy_Anomaly_low,53,10,10,1728,0.841,0.841,0.841,0.726
ts-travel-service_energy_Anomaly_low,14,0,0,1787,1.0,1.0,1.0,1.0
ts-travel2-mongo_energy_Anomaly_low,2,3,14,1782,0.4,0.125,0.19,0.105
ts-travel2-service_energy_Anomaly_low,13,0,9,1779,1.0,0.591,0.743,0.591
ts-ui-dashboard_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-user-mongo_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-user-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
ts-verification-code-service_energy_Anomaly_low,14,1,3,1783,0.933,0.824,0.875,0.778
ts-voucher-mysql_energy_Anomaly_low,21,3,8,1769,0.875,0.724,0.792,0.656
ts-voucher-service_energy_Anomaly_low,0,0,0,1801,0.0,0.0,0.0,0.0
