Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1045,0,4,5.010598262272882,1.9277529790997505,49.77104696445167,8649.0,3.3815681979300956,0.0,4,5,6,6,8,10,11,13,40,50,50
GET,/catalogue,5978,0,8,8.515638768706127,4.290982964448631,58.085086988285184,2795.0,19.344511662417332,0.0,8,9,9,10,11,13,15,17,48,58,58
GET,/category.html,5978,0,5,5.25100497355904,1.8740470986813307,50.510345958173275,11518.0,19.344511662417332,0.0,5,5,6,7,8,10,12,14,40,51,51
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,641,0,5,5.399117162363972,2.1203269716352224,47.20672208350152,10364.0,2.0742442247590347,0.0,5,6,6,7,8,10,12,14,47,47,47
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,685,0,5,5.272325152959539,2.1129779051989317,19.805192947387695,10364.0,2.2166260436192493,0.0,5,6,6,7,8,10,12,13,20,20,20
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,642,0,5,5.085319108177394,2.1333229960873723,14.881339040584862,10364.0,2.077480175187676,0.0,5,5,6,7,8,9,11,13,15,15,15
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,661,0,5,5.344569117553623,2.1193380234763026,17.053402960300446,10364.0,2.1389632333318596,0.0,5,6,6,7,9,10,12,13,17,17,17
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,667,0,4,5.1085449140127945,2.088866080157459,36.72838700003922,10364.0,2.158378935903707,0.0,4,5,6,7,8,9,11,13,37,37,37
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,692,0,5,5.366177750836164,2.1996450377628207,43.53458306286484,10364.0,2.239277696619738,0.0,5,6,6,7,8,10,12,15,44,44,44
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,666,0,5,5.256700515117799,2.0739450119435787,48.41957299504429,10364.0,2.1551429854750657,0.0,5,5,6,7,8,10,13,15,48,48,48
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,655,0,5,5.335181827109506,2.2392719984054565,52.6647410588339,10364.0,2.1195475307600122,0.0,5,6,6,7,8,10,12,13,53,53,53
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,626,0,5,5.3949954859263745,2.0585980964824557,48.09317295439541,10364.0,2.0257049683294164,0.0,5,6,6,7,9,11,12,14,48,48,48
GET,/login,1044,0,61,61.67802415082099,52.31786402873695,103.33277098834515,13.0,3.3783322475014543,0.0,61,63,64,65,67,69,71,75,98,100,100
,Aggregated,19980,0,6,9.173594036488444,1.8740470986813307,103.33277098834515,7814.075625625625,64.65428956425197,0.0,6,7,8,9,11,56,62,65,71,98,100
