Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1053,0,4,4.881161168670496,2.073073061183095,17.31298107188195,8649.0,3.408189687459108,0.0,4,5,6,6,7,9,11,12,15,17,17
GET,/catalogue,5999,0,8,8.432911529292213,4.417364951223135,49.692508997395635,2795.0,19.41664761164975,0.0,8,9,9,10,11,12,14,16,27,50,50
GET,/category.html,5999,0,5,5.270438854835504,1.904294011183083,43.64413395524025,11518.0,19.41664761164975,0.0,5,5,6,7,8,10,12,13,39,44,44
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,636,0,5,5.2884949183416605,2.1286370465531945,35.63709103036672,10364.0,2.0585077314567832,0.0,5,5,6,7,9,10,12,13,36,36,36
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,673,0,5,5.207493598192355,2.102288999594748,17.38373504485935,10364.0,2.178263684387445,0.0,5,6,6,7,8,10,11,13,17,17,17
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,665,0,5,5.294777848057561,2.348728012293577,39.55786093138158,10364.0,2.15237050537541,0.0,5,5,6,7,8,10,13,14,40,40,40
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,655,0,5,5.320748525764082,2.0478569203987718,14.238656032830477,10364.0,2.120004031610366,0.0,5,6,6,7,8,11,12,14,14,14,14
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,660,0,5,5.320865869571483,2.186032012104988,18.835037015378475,10364.0,2.136187268492888,0.0,5,6,6,7,9,10,12,12,19,19,19
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,635,0,5,5.468160201113407,2.2040499607101083,44.07112195622176,10364.0,2.0552710840802786,0.0,5,6,6,7,9,10,13,16,44,44,44
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,722,0,5,5.1760151906524605,2.163227996788919,17.89539004676044,10364.0,2.3368594058361594,0.0,5,5,6,7,8,9,11,12,18,18,18
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,660,0,5,5.196866609692348,2.1983289625495672,15.459763002581894,10364.0,2.136187268492888,0.0,5,5,6,7,8,10,11,11,15,15,15
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,646,0,5,5.297319285626359,2.0842099329456687,17.504164949059486,10364.0,2.090874205221827,0.0,5,6,6,7,8,10,13,14,18,18,18
GET,/login,1053,0,61,61.64917924926959,52.90261807385832,113.13361104112118,13.0,3.408189687459108,0.0,61,63,64,64,66,68,71,75,97,110,110
,Aggregated,20056,0,6,9.15986374738943,1.904294011183083,113.13361104112118,7811.692311527722,64.91419978317177,0.0,6,7,8,9,11,56,62,65,71,87,110
