service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly_low,7,1,25,1766,0.875,0.219,0.35,0.212
redis_energy_Anomaly_low,10,2,17,1770,0.833,0.37,0.512,0.345
ts-account-mongo_energy_Anomaly_low,5,0,83,1711,1.0,0.057,0.108,0.057
ts-admin-basic-info-service_energy_Anomaly_low,10,3,112,1674,0.769,0.082,0.148,0.08
ts-admin-order-service_energy_Anomaly_low,9,0,14,1776,1.0,0.391,0.562,0.391
ts-admin-route-service_energy_Anomaly_low,11,3,101,1684,0.786,0.098,0.174,0.096
ts-admin-travel-service_energy_Anomaly_low,17,6,108,1668,0.739,0.136,0.23,0.13
ts-admin-user-service_energy_Anomaly_low,10,0,13,1776,1.0,0.435,0.606,0.435
ts-assurance-mongo_energy_Anomaly_low,8,0,9,1782,1.0,0.471,0.64,0.471
ts-assurance-service_energy_Anomaly_low,12,0,14,1773,1.0,0.462,0.632,0.462
ts-auth-mongo_energy_Anomaly_low,10,5,24,1760,0.667,0.294,0.408,0.256
ts-auth-service_energy_Anomaly_low,11,3,22,1763,0.786,0.333,0.468,0.306
ts-avatar-service_energy_Anomaly_low,11,1,11,1776,0.917,0.5,0.647,0.478
ts-basic-service_energy_Anomaly_low,3,0,8,1788,1.0,0.273,0.429,0.273
ts-cancel-service_energy_Anomaly_low,4,2,4,1789,0.667,0.5,0.572,0.4
ts-config-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-config-service_energy_Anomaly_low,2,0,9,1788,1.0,0.182,0.308,0.182
ts-consign-mongo_energy_Anomaly_low,9,0,78,1712,1.0,0.103,0.187,0.103
ts-consign-price-mongo_energy_Anomaly_low,8,0,62,1729,1.0,0.114,0.205,0.114
ts-consign-price-service_energy_Anomaly_low,10,2,31,1756,0.833,0.244,0.377,0.233
ts-consign-service_energy_Anomaly_low,11,3,19,1766,0.786,0.367,0.5,0.333
ts-contacts-mongo_energy_Anomaly_low,10,2,34,1753,0.833,0.227,0.357,0.217
ts-contacts-service_energy_Anomaly_low,11,0,18,1770,1.0,0.379,0.55,0.379
ts-execute-service_energy_Anomaly_low,6,0,12,1781,1.0,0.333,0.5,0.333
ts-food-map-mongo_energy_Anomaly_low,12,5,48,1734,0.706,0.2,0.312,0.185
ts-food-map-service_energy_Anomaly_low,10,0,18,1771,1.0,0.357,0.526,0.357
ts-food-mongo_energy_Anomaly_low,7,0,10,1782,1.0,0.412,0.584,0.412
ts-food-service_energy_Anomaly_low,12,0,17,1770,1.0,0.414,0.586,0.414
ts-inside-payment-mongo_energy_Anomaly_low,8,1,61,1729,0.889,0.116,0.205,0.114
ts-inside-payment-service_energy_Anomaly_low,8,0,27,1764,1.0,0.229,0.373,0.229
ts-news-mongo_energy_Anomaly_low,8,0,79,1712,1.0,0.092,0.168,0.092
ts-news-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-notification-service_energy_Anomaly_low,9,2,19,1769,0.818,0.321,0.461,0.3
