service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
ts-order-mongo_energy_Anomaly_low,13,0,0,1786,1.0,1.0,1.0,1.0
ts-order-other-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-order-other-service_energy_Anomaly_low,5,0,3,1791,1.0,0.625,0.769,0.625
ts-order-service_energy_Anomaly_low,7,0,16,1776,1.0,0.304,0.466,0.304
ts-payment-mongo_energy_Anomaly_low,3,0,57,1739,1.0,0.05,0.095,0.05
ts-payment-service_energy_Anomaly_low,10,4,32,1753,0.714,0.238,0.357,0.217
ts-preserve-other-service_energy_Anomaly_low,2,0,8,1789,1.0,0.2,0.333,0.2
ts-preserve-service_energy_Anomaly_low,6,0,18,1775,1.0,0.25,0.4,0.25
ts-price-mongo_energy_Anomaly_low,3,0,3,1793,1.0,0.5,0.667,0.5
ts-price-service_energy_Anomaly_low,6,0,6,1787,1.0,0.5,0.667,0.5
ts-rebook-mongo_energy_Anomaly_low,7,1,81,1710,0.875,0.08,0.147,0.079
ts-rebook-service_energy_Anomaly_low,11,5,90,1693,0.688,0.109,0.188,0.104
ts-route-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-route-plan-service_energy_Anomaly_low,7,0,101,1691,1.0,0.065,0.122,0.065
ts-route-service_energy_Anomaly_low,2,0,11,1786,1.0,0.154,0.267,0.154
ts-seat-service_energy_Anomaly_low,8,0,9,1782,1.0,0.471,0.64,0.471
ts-security-mongo_energy_Anomaly_low,15,4,38,1742,0.789,0.283,0.417,0.263
ts-security-service_energy_Anomaly_low,13,0,17,1769,1.0,0.433,0.604,0.433
ts-station-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-station-service_energy_Anomaly_low,9,0,5,1785,1.0,0.643,0.783,0.643
ts-ticket-office-mongo_energy_Anomaly_low,7,1,55,1736,0.875,0.113,0.2,0.111
ts-ticket-office-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-ticketinfo-service_energy_Anomaly_low,4,0,6,1789,1.0,0.4,0.571,0.4
ts-train-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-train-service_energy_Anomaly_low,14,1,6,1778,0.933,0.7,0.8,0.667
ts-travel-mongo_energy_Anomaly_low,6,2,4,1787,0.75,0.6,0.667,0.5
ts-travel-plan-service_energy_Anomaly_low,11,6,88,1694,0.647,0.111,0.189,0.105
ts-travel-service_energy_Anomaly_low,7,0,7,1785,1.0,0.5,0.667,0.5
ts-travel2-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-travel2-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-ui-dashboard_energy_Anomaly_low,3,0,1,1795,1.0,0.75,0.857,0.75
ts-user-mongo_energy_Anomaly_low,10,6,33,1750,0.625,0.233,0.339,0.204
ts-user-service_energy_Anomaly_low,7,0,25,1767,1.0,0.219,0.359,0.219
ts-verification-code-service_energy_Anomaly_low,0,0,2,1797,0.0,0.0,0.0,0.0
ts-voucher-mysql_energy_Anomaly_low,4,0,30,1765,1.0,0.118,0.211,0.118
ts-voucher-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
