service_name,true_positives,false_positives,false_negatives,true_negatives,precision,recall,f1score,accuracy
rabbitmq_energy_Anomaly_low,19,1,13,1766,0.95,0.594,0.731,0.576
redis_energy_Anomaly_low,23,0,4,1772,1.0,0.852,0.92,0.852
ts-account-mongo_energy_Anomaly_low,49,0,39,1711,1.0,0.557,0.715,0.557
ts-admin-basic-info-service_energy_Anomaly_low,53,4,69,1673,0.93,0.434,0.592,0.421
ts-admin-order-service_energy_Anomaly_low,13,0,10,1776,1.0,0.565,0.722,0.565
ts-admin-route-service_energy_Anomaly_low,52,2,60,1685,0.963,0.464,0.626,0.456
ts-admin-travel-service_energy_Anomaly_low,60,7,65,1667,0.896,0.48,0.625,0.455
ts-admin-user-service_energy_Anomaly_low,7,0,16,1776,1.0,0.304,0.466,0.304
ts-assurance-mongo_energy_Anomaly_low,12,2,5,1780,0.857,0.706,0.774,0.632
ts-assurance-service_energy_Anomaly_low,19,0,7,1773,1.0,0.731,0.845,0.731
ts-auth-mongo_energy_Anomaly_low,3,0,31,1765,1.0,0.088,0.162,0.088
ts-auth-service_energy_Anomaly_low,7,0,26,1766,1.0,0.212,0.35,0.212
ts-avatar-service_energy_Anomaly_low,18,0,4,1777,1.0,0.818,0.9,0.818
ts-basic-service_energy_Anomaly_low,9,0,2,1788,1.0,0.818,0.9,0.818
ts-cancel-service_energy_Anomaly_low,8,2,0,1789,0.8,1.0,0.889,0.8
ts-config-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-config-service_energy_Anomaly_low,3,0,8,1788,1.0,0.273,0.429,0.273
ts-consign-mongo_energy_Anomaly_low,51,3,36,1709,0.944,0.586,0.723,0.567
ts-consign-price-mongo_energy_Anomaly_low,37,1,33,1728,0.974,0.529,0.686,0.521
ts-consign-price-service_energy_Anomaly_low,25,3,16,1755,0.893,0.61,0.725,0.568
ts-consign-service_energy_Anomaly_low,19,0,11,1769,1.0,0.633,0.775,0.633
ts-contacts-mongo_energy_Anomaly_low,5,0,39,1755,1.0,0.114,0.205,0.114
ts-contacts-service_energy_Anomaly_low,22,0,7,1770,1.0,0.759,0.863,0.759
ts-execute-service_energy_Anomaly_low,18,5,0,1776,0.783,1.0,0.878,0.783
ts-food-map-mongo_energy_Anomaly_low,7,0,53,1739,1.0,0.117,0.209,0.117
ts-food-map-service_energy_Anomaly_low,11,0,17,1771,1.0,0.393,0.564,0.393
ts-food-mongo_energy_Anomaly_low,14,0,3,1782,1.0,0.824,0.904,0.824
ts-food-service_energy_Anomaly_low,18,0,11,1770,1.0,0.621,0.766,0.621
ts-inside-payment-mongo_energy_Anomaly_low,30,0,39,1730,1.0,0.435,0.606,0.435
ts-inside-payment-service_energy_Anomaly_low,21,1,14,1763,0.955,0.6,0.737,0.583
ts-news-mongo_energy_Anomaly_low,53,0,34,1712,1.0,0.609,0.757,0.609
ts-news-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-notification-service_energy_Anomaly_low,14,1,14,1770,0.933,0.5,0.651,0.483
ts-order-mongo_energy_Anomaly_low,13,0,0,1786,1.0,1.0,1.0,1.0
ts-order-other-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-order-other-service_energy_Anomaly_low,6,0,2,1791,1.0,0.75,0.857,0.75
ts-order-service_energy_Anomaly_low,16,0,7,1776,1.0,0.696,0.821,0.696
ts-payment-mongo_energy_Anomaly_low,37,0,23,1739,1.0,0.617,0.763,0.617
ts-payment-service_energy_Anomaly_low,28,1,14,1756,0.966,0.667,0.789,0.651
ts-preserve-other-service_energy_Anomaly_low,9,1,1,1788,0.9,0.9,0.9,0.818
ts-preserve-service_energy_Anomaly_low,21,0,3,1775,1.0,0.875,0.933,0.875
ts-price-mongo_energy_Anomaly_low,4,0,2,1793,1.0,0.667,0.8,0.667
ts-price-service_energy_Anomaly_low,7,0,5,1787,1.0,0.583,0.737,0.583
ts-rebook-mongo_energy_Anomaly_low,45,0,43,1711,1.0,0.511,0.676,0.511
ts-rebook-service_energy_Anomaly_low,48,4,53,1694,0.923,0.475,0.627,0.457
ts-route-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-route-plan-service_energy_Anomaly_low,57,4,51,1687,0.934,0.528,0.675,0.509
ts-route-service_energy_Anomaly_low,2,0,11,1786,1.0,0.154,0.267,0.154
ts-seat-service_energy_Anomaly_low,16,0,1,1782,1.0,0.941,0.97,0.941
ts-security-mongo_energy_Anomaly_low,8,0,45,1746,1.0,0.151,0.262,0.151
ts-security-service_energy_Anomaly_low,18,0,12,1769,1.0,0.6,0.75,0.6
ts-station-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-station-service_energy_Anomaly_low,11,0,3,1785,1.0,0.786,0.88,0.786
ts-ticket-office-mongo_energy_Anomaly_low,36,0,26,1737,1.0,0.581,0.735,0.581
ts-ticket-office-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-ticketinfo-service_energy_Anomaly_low,8,0,2,1789,1.0,0.8,0.889,0.8
ts-train-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-train-service_energy_Anomaly_low,19,3,1,1776,0.864,0.95,0.905,0.826
ts-travel-mongo_energy_Anomaly_low,4,0,6,1789,1.0,0.4,0.571,0.4
ts-travel-plan-service_energy_Anomaly_low,55,4,44,1696,0.932,0.556,0.696,0.534
ts-travel-service_energy_Anomaly_low,13,0,1,1785,1.0,0.929,0.963,0.929
ts-travel2-mongo_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-travel2-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
ts-ui-dashboard_energy_Anomaly_low,2,0,2,1795,1.0,0.5,0.667,0.5
ts-user-mongo_energy_Anomaly_low,8,0,35,1756,1.0,0.186,0.314,0.186
ts-user-service_energy_Anomaly_low,9,0,23,1767,1.0,0.281,0.439,0.281
ts-verification-code-service_energy_Anomaly_low,2,0,0,1797,1.0,1.0,1.0,1.0
ts-voucher-mysql_energy_Anomaly_low,11,0,23,1765,1.0,0.324,0.489,0.324
ts-voucher-service_energy_Anomaly_low,0,0,0,1799,0.0,0.0,0.0,0.0
