Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,100,0,22,26.14832331193611,7.5351070845499635,52.740521961823106,8649.0,0.3920171675222909,0.0,22,34,38,39,44,46,51,53,53,53,53
POST,/cart,100,100,120001.57957698684,120010.18893814765,120001.57957698684,120058.86642297264,0.0,0.3920171675222909,0.3920171675222909,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000
GET,/catalogue,100,0,16,27.821662984788418,4.061158047989011,135.8742549782619,2795.0,0.3920171675222909,0.0,16,22,30,35,79,120,130,140,140,140,140
GET,/category.html,100,0,15,19.028576102573425,2.443162025883794,81.41642599366605,11518.0,0.3920171675222909,0.0,15,19,22,23,34,49,72,81,81,81,81
GET,/login,100,100,120003.74366901815,120012.77892047774,120003.74366901815,120025.91032593045,0.0,0.3920171675222909,0.3920171675222909,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000
,Aggregated,500,200,37,48019.19328420493,2.443162025883794,120058.86642297264,4592.4,1.9600858376114543,0.7840343350445818,38,120000,120000,120000,120000,120000,120000,120000,120000,120000,120000
