time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders-db_disk,rabbitmq_disk,user_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1720262442.638,0.010017289238835757,0.00530814080605446,0.0023079383816561067,0.000747349845874887,0.0030114688652116213,0.0044763532572073845,0.005014976659760547,0.0019071312190542806,0.0066468963478575555,0.09736973326294318,0.004166323489134658,0.003008618815605631,0.006105308533246886,36884446.53534683,10250901.506373117,681241.3717978977,0,2203766.9960182863,15214929.137299899,7765134.632661668,347182.536030481,108010875.71867655,10698682.51042431,6959539.298713467,413297.88987210253,3052819.8256609756,5001.310804259217,519.1193511008112,594.905684355767,0,2048453.030526471,2163.288349815149,150.19893291285456,527.7476117727181,26871048.5626469,5413663.093469819,369.02230711016614,73.37083079568659,147.53980260788128,0,1900273.4646581693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0017052941745625807,0.0005167832954573082,0.00043564184799497633,0.00019134721602421408,0.0006108426181707836,0.0005901414140965393,0.0007628390056805247,0.00033817733173990367,0.0011128342320269303,0.010082882922627861,0.0006125675119386282,0.0005167205880387079,0.0007296792724021385
1720262447.638,0.011705229005681326,0.005635542503949158,0.0027029318629666448,0.00097295675986781,0.005820798729654627,0.004824791613078522,0.005201838551841237,0.001862760875434207,0.006914466788764617,0.09787674436600839,0.0042973810731566755,0.003309661655067179,0.006403266201976449,37529643.95973768,7800998.346864553,512342.47491638793,0,2185252.733768812,15133497.617969388,10305022.401548207,337272.54729036556,108330350.22757357,10692715.789473685,6947646.5022574775,208870.19621292801,3085548.4739840203,7426539.376335837,902.8323720656847,740.486305703697,0,2024865.8558591073,2300.0815143555837,299.125481532872,589.7662029121146,26950620.849728905,5407920.507550711,368.39170399150964,517.5544684922111,298.178244490145,0,1927923.294515264,0,0,0,0,0,0,0,0,0,0,74.54456112253625,0,0,0,0,0,0,0,0.002050614013965971,0.0005654683417041468,0.000454031344477137,0.0002058693819393825,0.0007836433010008946,0.0005592079417270409,0.0008099965686677419,0.0003182642133842561,0.0011204144850165028,0.008363177168254977,0.0006183100245367281,0.0004919439738476093,0.0006569841639511598
1720262452.638,0.01738365785093739,0.005652188528332207,0.0030290058645685357,0.0013796886959700264,0.010111619034770564,0.004504405690583601,0.0051179221873599275,0.0017290472382230674,0.007022642725304393,0.09675450834814801,0.004531342585632943,0.0035675774032750147,0.006435889991896271,45078699.36899863,10338546.045543361,518471.56959166576,0,2197309.157627759,15198747.198369961,10122389.170775436,349255.33620416455,79519726.26273382,10965506.148855453,6914629.729052578,213248.47145488026,3122845.4398114043,14857973.113854596,1271.5618779788538,895.2027100863293,0,2031753.9258539744,2384.5146266918937,293.7516808606006,458.1399250601196,26377277.535228763,7392363.0298920525,513.117863917821,603.4622467771638,150.87667599823192,0,1916692.5366593015,0,0,0,0,0,0,0,0,0,0,75.43833799911596,0,0,0,0,0,0,0,0.0029999209221631762,0.0005673130605268687,0.0004844742176825499,0.00023475375220844902,0.0010995947336937917,0.0005650786082493573,0.0007740677221180532,0.00031777572473172777,0.0010834707718142974,0.006699364975813585,0.0006590568125177572,0.0005662855853326076,0.0005822289960290836
1720262457.638,0.02108760470875286,0.006070835849131749,0.003549884404774943,0.0019024949114483367,0.015800109779619834,0.004799785503667413,0.005275770251498758,0.002021088038382254,0.004742134332650378,0.09693064314235472,0.0043034635584330815,0.0037455002447658176,0.006658488316269936,44871184.39884194,8459623.386968296,684161.9391815428,0,1182265.0052978275,7703683.6091555795,10321677.438221963,173577.68575441925,80527869.44174844,10958653.088138325,13970431.22219409,216883.65497427675,2471930.897783274,22171905.533604037,1876.0554404970526,1121.4543861570476,0,1094822.990217239,2566.51063359257,299.4589852317591,448.3280734078844,957.0437470793341,7387894.790827166,444.46052012876623,614.1838016970669,148.96983142696078,0,2090170.4635972595,0,0,0,0,0,0,0,0,0,0,74.48491571348039,0,0,0,0,0,0,0,0.003125619870035036,0.0004942812227378862,0.0005744569329026532,0.00023853041584154022,0.001340497480794749,0.0005716137928972895,0.0007381148183892741,0.00044654687197675846,0.0008116285202978941,0.008286700266786238,0.0006204492416430815,0.0006132171970102874,0.0006294429850557073
1720262462.638,0.026653187185012063,0.006195800746200747,0.004747621755608641,0.0025673030358785644,0.020250338498124933,0.004928184822229956,0.005266785323260057,0.002036442616637324,0.004525592623400557,0.095995511053316,0.004089838495750891,0.00407164996124577,0.006766355084393148,52453915.711051054,10307129.820729822,510372.20914985717,0,1173539.7786517881,15308249.482534388,9631191.77311254,174422.5352112676,52863866.34338,10806077.73443144,15337960.130251765,211214.10251779068,3068017.14999005,29611483.164122414,2385.5127855127857,1324.3044204551577,0,1090368.4624531234,2776.0335574157857,349.2675273291607,375.58685446009383,797.4089871334265,7284884.843230747,487.9675959018346,591.8433695769967,222.2986052065054,0,1910273.9102739105,0,0,0,0,69.85350546583214,0,0,0,0,0,74.09953506883514,0,0,0,0,0,0,0,0.0042265043175330475,0.0006275910315041258,0.0006255199527645389,0.00027931393121529015,0.0024413750209348792,0.0006187377672145072,0.0007070063319704654,0.0004643391418372915,0.0007374689335249737,0.008272238459842703,0.0006244133924942879,0.0007040294447418615,0.0006413730508253167
1720262467.638,0.03176710056728356,0.006645601557536261,0.005131227741750565,0.0032770026794326744,0.02524834016110085,0.004831008205559389,0.005347077385494408,0.001803616417693454,0.0045441321236386785,0.09501651032549731,0.003979143008875,0.00476787749776071,0.00703644291503758,60994327.16451223,10281006.843719933,511578.0874923865,2268.157622092815,1204443.1520790928,15272849.869332409,10508144.646479685,172843.9646712463,54857994.52698855,10819587.703435805,13906299.375326287,214950.65620646675,3627848.1066895183,37639775.46731145,3048.559551255287,1394.145677331518,0,1114147.1357952894,2694.7860889270637,381.15799073160747,372.18769309053897,752.2635861081011,7294064.954792044,442.4202055842589,600.6305447613462,219.37764447538964,0,1905349.7195345543,0,0,0,0,76.23159814632149,0,0,0,0,0,73.12588149179655,0,0,0,0,0,0,0,0.005323280946291468,0.0007205282454656741,0.0006733233339148053,0.00029730600593624754,0.0027610161472538712,0.0006649455423375428,0.00067103596538004,0.0004112008668437134,0.0007019148142440914,0.006470942677770576,0.0005495365754370234,0.0007495841078716665,0.000683187917169743
1720262472.638,0.03875908743930306,0.006781318305935822,0.006461209320924824,0.004267586291221635,0.03335976195033586,0.004675227862217838,0.005206864896903513,0.002077644151595354,0.0046155664680539036,0.09280274430028294,0.003589110196697533,0.004819587472564871,0.007076299385697882,51230638.10339903,10379806.109919915,685843.2456012798,9721.868594238862,1229881.4124894578,15031903.73235003,10141050.362813419,175183.6494633142,82139875.1122926,8524567.177460978,13698690.267998084,213041.11181760376,3087884.795566817,36137679.52013711,3753.1841589238916,1637.9235131598084,4566.3322185061315,1138937.62604965,2210.2707077974637,294.27401393778285,677.5474194971328,750.9395911632598,5385663.7300443165,290.59434916017807,595.2947588336815,223.9924169233854,0,1923506.8814484945,0,0,0,0,73.56850348444571,0,0,0,0,0,74.6641389744618,0,0,0,0,0,0,0,0.00578064865271644,0.0006869664832136365,0.0009645923922147831,0.0003076826247268093,0.003134160351333727,0.0005896201442299603,0.000596752354634412,0.00046024082496629476,0.0007070878118928311,0.00650614632065334,0.0005118738763832323,0.0008365067201186402,0.0005712415912226798
1720262477.638,0.043680922467337784,0.007244056619260899,0.007922445594839261,0.005143639641893462,0.03999318654202447,0.004751528393998179,0.005308101863555925,0.0020524104759141034,0.004437303804237623,0.09387977849922657,0.003722421406908826,0.005466183160649385,0.007308001586643346,58464573.42757192,10107671.740332972,508605.8878038348,12076.982184021015,1254276.420349053,22496902.864527244,10197914.261981292,340763.78409750434,82616174.22412363,10762037.771142846,7142776.832605961,431869.45557039016,3662346.717631574,43287777.825373024,4458.450063346479,1897.783163447145,8783.259770197103,1168036.836242109,2205.4706009045876,295.8575607642024,594.3122460824144,604.2523373102953,7254601.10075902,302.9809897181744,607.6249814567572,221.55310747705676,0,1872914.4733320249,0,0,0,0,73.9643901910506,0,0,0,0,0,73.85103582568559,0,0,0,0,0,0,0,0.006265663517342122,0.000730967407068344,0.0010306646168832968,0.0002950356791180222,0.003409388278481677,0.0005889516684770693,0.0006838283044059791,0.0004365077397588663,0.0006388139960747164,0.006679216579798953,0.0005559775555506099,0.0008533468681564824,0.000615242515077387
1720262482.638,0.05088974072523388,0.0075245817314640836,0.009220904250157244,0.006131071795149807,0.04969215800276779,0.004635387477380994,0.005202139160801204,0.0017829091422327439,0.004429403110671536,0.09264634819471888,0.003723661181130708,0.005757404035051756,0.007488866052626762,59536128.73630174,7682441.971383148,513058.13640039525,3870837.688387727,1300021.6614477804,23141893.27523173,10218470.190167733,337392.24185030046,53706024.345949836,8599760.589186277,6954497.659344616,432045.70919749193,3716108.7692955635,51440686.7877817,5253.938430409018,2061.06568424836,8882.142469912176,1204053.4905139068,2117.6557479966027,296.45177049595605,522.1635403387361,589.1935628877102,7244114.819471888,368.74324810947064,607.872964048529,225.0096134478402,0,1896227.7785807196,0,0,0,0,74.11294262398901,0,0,0,0,0,75.0032044826134,0,0,0,0,0,0,0,0.0068156226858708925,0.0008279972967149601,0.0013518038381726176,0.0003332694844925601,0.005118513043152729,0.0006383109754920074,0.0006940053742530948,0.00042572495032993637,0.0006873289408980245,0.0066769504354253035,0.000520705210260908,0.0009733299037673695,0.0006730901791611422
1720262487.638,0.052852705360172926,0.007971586311215417,0.010575568561147176,0.007361069933257957,0.057740993936377175,0.00442391790963137,0.005391322702789185,0.0020411405239626054,0.004331808579319241,0.09334203201154632,0.0037108530184205724,0.006433496986587808,0.007913040824408244,65655470.019826025,10400525.109550614,518767.90654780203,3906280.462453043,1290697.6204294835,15237848.947886657,10039215.68627451,172918.00613383585,53562093.75560418,6647596.61750828,7044626.956045961,423765.0122992331,3045955.3235532357,50477144.19418793,6458.554115252746,2296.0886783240812,8963.127758123928,1203482.2983168892,1941.86937019073,291.2555774803122,1740.5313527694636,587.6403285391485,5597960.1428492125,373.51814699981765,889.0175083200695,368.6436864368644,0,1924423.827945949,0,0,0,0,72.81389437007805,0,0,0,0,0,73.72873728737288,0,0,0,0,0,0,0,0.007216360556384642,0.0008845057368367551,0.0016941676339057847,0.0005919355017704112,0.006001593196358228,0.0005620627477504004,0.0006632121148427901,0.00038760083645913296,0.0006105324659654943,0.006786645767338015,0.00048097472287691485,0.0011299214407940533,0.000723325889962071
