Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2003,0,5,5.195173533020529,1.9487669924274087,64.4836740102619,8649.0,6.480888512786641,0.0,5,5,6,7,8,10,13,16,44,64,64
GET,/catalogue,10940,0,8,8.670090946732378,4.360822029411793,108.89762302394956,2795.0,35.39736411876478,0.0,8,9,9,10,12,14,16,19,57,98,110
GET,/category.html,10941,0,5,5.700654367437132,1.8999020103365183,95.78984708059579,11518.0,35.40059970963487,0.0,5,6,7,7,9,11,14,17,50,86,96
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1226,0,5,5.630948498949931,2.0467470167204738,54.24294306430966,10364.0,3.9668344067281187,0.0,5,6,7,8,9,11,13,14,47,54,54
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1156,0,5,5.587613521362123,2.08838505204767,55.96106604207307,10364.0,3.7403430458219455,0.0,5,6,7,7,9,11,14,19,51,56,56
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1166,0,5,5.742410005059885,1.810090965591371,73.95067496690899,10364.0,3.7726989545228276,0.0,5,6,7,7,9,11,13,17,56,74,74
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1209,0,5,5.811602782632931,2.042794949375093,81.02497993968427,10364.0,3.9118293619366193,0.0,5,6,7,7,9,11,15,16,58,81,81
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1175,0,5,5.782582667418458,2.045041066594422,57.00205499306321,10364.0,3.801819272353621,0.0,5,6,7,7,9,11,15,18,55,57,57
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1235,0,5,5.762359005613969,2.1116130519658327,72.00771709904075,10364.0,3.995954724558912,0.0,5,6,7,7,10,11,14,17,71,72,72
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1188,0,5,5.893550134598676,2.0513659110292792,64.6908130729571,10364.0,3.8438819536647677,0.0,5,6,7,8,10,12,16,21,63,65,65
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1218,0,5,5.825163381444122,2.1194620057940483,60.3346269344911,10364.0,3.9409496797674133,0.0,5,6,7,7,9,11,14,18,56,60,60
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1234,0,5,5.8208963559409135,2.0611289655789733,94.72105000168085,10364.0,3.992719133688824,0.0,5,6,7,7,9,11,15,20,76,95,95
GET,/login,2003,0,60,61.08558339947213,21.510454011149704,109.54412608407438,13.0,6.480888512786641,0.0,60,62,64,64,66,69,71,75,110,110,110
,Aggregated,36694,0,6,9.599861915178453,1.810090965591371,109.54412608407438,7792.81277593067,118.72677138701597,0.0,6,8,9,9,12,56,62,65,74,110,110
