Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1995,0,5,5.2288136793940065,1.913901069201529,72.46051100082695,8649.0,6.455263634244475,0.0,5,5,6,6,8,10,13,16,66,72,72
GET,/catalogue,11042,0,8,8.584936044948202,4.113430040888488,92.43125293869525,2795.0,35.728832606179196,0.0,8,9,9,10,11,13,16,18,64,79,92
GET,/category.html,11042,0,5,5.574355096901802,1.8893079832196236,86.04604902211577,11518.0,35.728832606179196,0.0,5,6,7,7,9,11,14,16,54,69,86
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1257,0,5,5.541008415349664,2.1105670602992177,58.773488039150834,10364.0,4.0673014477420075,0.0,5,6,6,7,9,11,14,16,53,59,59
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1209,0,5,5.803799680264696,2.088606939651072,68.25399096123874,10364.0,3.9119868339857495,0.0,5,6,7,7,9,12,14,17,60,68,68
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1171,0,5,5.636221170703778,2.1279900101944804,52.08201496861875,10364.0,3.7890294314287116,0.0,5,6,7,7,9,11,14,19,38,52,52
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1197,0,5,5.6778798695792165,2.0313869463279843,64.20219503343105,10364.0,3.873158180546685,0.0,5,6,7,7,9,12,15,18,56,64,64
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1222,0,5,5.895513892284276,2.0819399505853653,64.10204898566008,10364.0,3.954051208544736,0.0,5,6,7,8,10,12,16,21,57,64,64
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1248,0,5,5.608488407466584,2.015679026953876,39.700009976513684,10364.0,4.038179957662709,0.0,5,6,7,7,9,11,14,16,33,40,40
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1205,0,5,5.744599305669086,2.067829016596079,67.02744506765157,10364.0,3.899043949506061,0.0,5,6,7,7,9,11,14,17,65,67,67
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1185,0,5,5.605723228470623,1.997019979171455,72.26915005594492,10364.0,3.83432952710762,0.0,5,6,7,7,9,12,14,17,29,72,72
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1211,0,5,5.789131724216432,2.2003749618306756,64.57033392507583,10364.0,3.9184582762255933,0.0,5,6,7,7,9,11,14,17,63,65,65
GET,/login,1992,0,60,60.96276062503074,28.29599496908486,112.85054800100625,13.0,6.445556470884709,0.0,60,62,63,64,66,68,72,77,110,110,110
,Aggregated,36976,0,6,9.475709867104602,1.8893079832196236,112.85054800100625,7798.145202293379,119.64402413023744,0.0,6,8,8,9,12,56,62,64,72,100,110
