time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue_disk,catalogue-db_disk,front-end_disk,orders-db_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1720333394.559,0.02806723474247471,0.006017256931773462,0.0026931231088425382,0.0009428095491886127,0.005572335631914623,0.005027168718985542,0.004962224320282517,0.0018155027709288838,0.0042640625930904265,0.09453129002871934,0.00441452747054473,0.003035351795851239,0.006108196211753277,51605924.4984646,15186823.798790744,345419.5064629848,0,4321626.803637222,14071992.060283037,15265553.845876647,511896.26273231296,80925425.07356413,13495588.343973512,14837182.252855312,468221.90390294796,3061261.381828647,29036085.541437585,1172.3373045687097,376.0282021151587,0,1017811.060493312,6955446.131225878,221.4014161906992,75.44528559061355,818.3964834526101,7619262.809373113,295.6173429803511,12458.87491820963,147.35668159660386,0,73.27108153554435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0024267370935048735,0.0004764288648837087,0.00042740963805477504,0.0001553537212735682,0.0006211721633635828,0.0007839026853781369,0.0007840357333850033,0.00037987408857403346,0.0004355372294247767,0.009832706198680362,0.0005526759507584927,0.0003929056218968038,0.0007861144485058221
1720333399.559,0.059628134999543905,0.008225676038668733,0.003647094851467898,0.0016129872108540918,0.011939662405570962,0.00720558217586237,0.004904199835390948,0.00207593037011442,0.004243644728101814,0.09471707822429731,0.00492559390161909,0.0038356137973002877,0.006198096645675363,50906446.483626746,13057794.701498045,332632.7380433836,4175.563463819691,4372229.697190806,21003796.285113003,12914667.398262462,340568.8063370664,79985575.55519651,13666689.937561372,22403216.805073503,488395.9578077746,3126652.688784035,35761147.4231506,2342.5577448158806,642.2859134070912,3644.1281138790027,43784.312294782925,13836077.372129196,224.7462277091907,74.58799963580078,955.9612933340516,7714804.958034573,7380332.394468572,13142.730692631112,150.40299630969213,0,75.56637886502841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0054449568094774815,0.0006967756084635824,0.00048255688409477567,0.00023840689466606116,0.001133820084509586,0.0012582881637821612,0.0007502992698654967,0.0003536677625197988,0.00040175628107300273,0.008201379399898711,0.0006459699821376469,0.0005098149685543624,0.0006720167510191192
1720333404.559,0.13097351228101858,0.012144102889447237,0.004232680997309548,0.002370507670758596,0.01941205044357291,0.012274173427600737,0.004938082512628558,0.0021249639853601933,0.004796928515668556,0.0955445803502051,0.00438664921340438,0.004472627201295474,0.006720285037406483,50405581.650713384,15242236.32447954,520887.7750340913,4044.8873327946853,3356666.506336139,21065121.366265725,12827742.559145253,337448.8791097805,55207459.6483402,13327265.90650355,22735402.445546925,479523.61849732255,3637297.6131100813,35407652.66389742,4263.603732950467,754.8004275236797,3530.0834904389985,73728.75774673943,13863743.3477183,223.28015408656464,73.87234656518837,989.7029850191441,7524222.989211949,7490510.613968757,527.61165191469,218.88136800855003,0,73.51040918880115,0,0,0,0,0,0,0,0,0,0,72.96045600285001,0,0,0,0,0,0,0,0.02081174621352678,0.0013143692694896074,0.0006570187357836165,0.00027626132840330523,0.002386604219237315,0.0011641686264163935,0.0007727185134962753,0.0004510930807330676,0.00046964009813795367,0.008324196665483998,0.0007066094433993862,0.0005923036810855281,0.0007005201184272392
1720333409.559,0.1906189246918301,0.015637743879095032,0.005611918998065158,0.003174055916453261,0.02877974094007636,0.013705778558127159,0.005045384915968666,0.0021653187329405215,0.004686679011672299,0.09419666981306338,0.004414647757492979,0.005373118367051761,0.0070087836854803316,43527784.27195426,12916516.79944579,492856.5601631544,4062.7592425608655,3314996.2092494317,27117139.948567882,12771647.665394288,341038.85900989367,54002902.585360534,13623724.545588886,14765236.541364191,472094.15848565375,3115122.0938733728,35749105.80652209,5973.784478515304,713.9744461294429,3545.6807935076645,110758.65554713167,13391671.685732022,370.4976753441757,75.18493364415646,968.1102505363442,7691576.178513373,7297904.405951269,592.4318851584675,299.45898523175896,0,74.6723059814413,0,0,0,0,0,0,0,0,0,0,74.86474630793974,0,0,0,0,0,0,0,0.03225989495251658,0.001378813642118271,0.0006547524314159259,0.0003109859523064982,0.004450980313504125,0.001395448143771671,0.0007889752814642314,0.00038063376907311825,0.00047257114326828187,0.01028919586659344,0.0007102174494757713,0.0006909455293746362,0.0006619917192515022
1720333414.559,0.3087126965885094,0.021009588997110137,0.007073717445697502,0.004284970658071801,0.03774977421711305,0.018488000161510313,0.005096639995742113,0.0021965089922817618,0.004438656197722746,0.09479144460976102,0.004499721147263373,0.006290252638300137,0.007722378157665506,50511691.2546421,15165750.90085269,517254.2336004642,4970.234046073799,2314887.5756859467,20574380.59005097,10022432.246389667,169320.50075982342,80141699.56649218,15799631.013390642,14804074.226209778,465023.607243575,3706127.7584204413,42637337.79946115,7672.053944129295,891.1774304674185,4443.088010884154,149847.30076185975,13554860.957576629,290.6716815101302,74.10087560604964,736.7834079830195,7648409.691225363,7317100.421576045,726.4858729004452,297.32868757259,0,73.067180420279,0,0,0,0,0,0,0,0,0,0,74.3321718931475,0,0,0,0,0,0,0,0.055819198639399964,0.0016629348567052732,0.0007471589665806085,0.000329798280812361,0.005535144831077131,0.0016873566261770986,0.0007326039662715134,0.0004583581454783724,0.0004935830022150405,0.009291445086624182,0.0006820317918794123,0.0007731528174536691,0.0006389023842299801
1720333419.559,0.34359158896041136,0.02684810923504202,0.008456812577087717,0.005741704380261691,0.05199521288622841,0.026327194433583334,0.005078490902849297,0.0022474329837335986,0.004443197229304426,0.09344889323438106,0.003950985554126057,0.008105749344385555,0.008127249834256122,50245182.88079651,13038583.016056944,684474.4975694697,4920.747023917872,2330398.755604355,20382379.127714783,12753200.570943322,169917.50408126245,79435758.87460554,13542224.589892905,15099944.274949457,481944.21317097323,3052642.548692863,49600820.43800944,7910.39011201236,1188.710730610172,4398.849612290219,161756.20825327112,13431132.406782072,296.02327136068806,222.89134772356243,730.2940075240252,7647993.533809726,7464566.660540341,976.5079132204881,293.5727212456772,0,75.337048685832,0,0,0,0,0,0,0,0,0,0,73.3931803114193,0,0,0,0,0,0,0,0.071217911094016,0.001710253135329161,0.0011726567503088177,0.0003384802409708001,0.008531791289152083,0.002407893061001356,0.0007767169882579736,0.0005079353446862599,0.0005346827646604691,0.011179674248760771,0.000734622254323218,0.0007769674213152857,0.0006315840488081063
1720333424.559,0.3712095790178895,0.03295588465567625,0.010311445545471386,0.007008657428329368,0.06742120356081019,0.037567306322090835,0.0049858764802364775,0.0023032375373756592,0.004503327175120303,0.09204122373813832,0.004119039436411124,0.009621546322878862,0.009494613626453487,56827587.165930316,10432375.218246311,694324.7268012596,5590.571223048122,1280159.9742898464,27906205.28544313,12724760.98123682,169729.7023065355,82475257.46019994,11341774.544917477,7601537.760826499,474808.5152483614,3095665.1162790693,56091570.94227565,7979.562956019922,1289.7203185775145,5061.733404651678,206668.4997054045,20680344.575850487,295.3083037436239,222.64499646681526,758.2376897445391,5764466.270354097,7519710.281239008,1109.36568983262,297.6744186046511,0,75.2788958115087,0,0,0,0,0,0,0,0,0,0,74.41860465116278,0,0,0,0,0,0,0,0.08098428225609448,0.001906088905293741,0.0012990779743651509,0.0004721093673526706,0.009400393040338788,0.004141016774305003,0.0007615763771951812,0.0005454712534158151,0.0005573517261927676,0.009507997269031763,0.0007098946020506492,0.0008317357372281256,0.0008130196254194478
1720333429.559,0.3972360975202714,0.03999013179867059,0.012851401748565777,0.00881456465886582,0.08526728792733632,0.06245731826849394,0.005177945321408211,0.002486972001497253,0.004245731873070384,0.09424528888809706,0.004032587016202832,0.013372398853009938,0.010669708606394148,56582858.92575326,12809597.73966276,519817.1520739018,5923.407902019247,1506951.1500547645,27251506.353251476,12573774.230330672,170691.5560740849,81392014.90710463,8756897.57522849,7366935.027184151,481028.6382232613,3080786.994460335,48982444.754838824,605946.5705540362,1651.6431752781396,5411.508453696595,419619.423147134,20194222.372712206,291.9042189281642,149.33644450926062,598.6225543031477,3708868.9269361645,7287632.951140298,1870.2513150204559,296.6074079438068,0,74.18542734500933,0,0,0,0,72.97605473204105,0,0,0,0,0,74.1518519859517,0,0,0,0,0,0,0,0.08807883198381729,0.001962198696731979,0.0018373780459611387,0.0009049728810399854,0.009647235791671576,0.007084531364488328,0.0007342970454643832,0.0004911686285214766,0.0006549246749899438,0.00964986873357949,0.0007208715066586783,0.001037952687756645,0.0009816038743678671
1720333434.559,0.4336064113697322,0.05155846261687335,0.014923295445753472,0.010867940095652433,0.10042865604147097,0.06659400167495033,0.0051182366983613175,0.00281888841268889,0.004302192803505508,0.09503336577915153,0.004223011820754363,0.014635970802013896,0.011350824710424711,63018498.46087379,12996378.92261336,342833.83154563035,6521.242911575821,434245.3743239396,27849101.243468605,10385804.130726647,169452.84760301863,81007766.97758141,11102504.781013321,7353418.203961744,471263.6505460219,2447375.6307802815,55388499.360947594,616793.121187624,1872.6217689467205,6008.336165721543,416464.56020495296,20632349.991807308,301.3260257848564,148.2527100638833,595.7926507754687,3762903.3855720046,7274262.420747215,1742.731527442916,294.2264523659872,0,150.51076651723378,0,0,0,0,75.3315064462141,0,0,0,0,0,73.5566130914968,0,0,0,0,0,0,0,0.0898566519514568,0.002422756194885526,0.001974352677776726,0.001022843934627735,0.010066499008067789,0.007124272792377582,0.0006973329857645628,0.00048353711532659276,0.0006272987002864473,0.00957854983562076,0.0007836561751085626,0.0017625735283475624,0.001347130226191454
1720333439.559,0.47235109860490576,0.05958281508315247,0.017926257054770006,0.012973585304275902,0.12255807885976817,0.08701220329306492,0.005116733849508464,0.0027907564831281674,0.004136688769536719,0.09339631548861269,0.004170458880340807,0.01802963382255328,0.012883636478761125,63465478.90945564,10322661.073519487,520102.4034566568,11045.360382884492,494312.19385963294,34178563.43624161,7826647.9414590895,169504.99637943518,82799274.76816146,11145981.235822523,7538375.778051156,729918.1355557194,3076816.5569143933,55732714.94483451,612207.4084882088,2064.7763074984246,10021.287234802487,470387.7562337111,27000758.693512302,227.06778032374902,148.29833454018825,532.8476648887734,3777418.0927320574,7457227.402089493,2190.1320156353713,148.20175121209928,0,149.40998376771415,0,0,0,0,75.68926010791634,0,0,0,0,0,74.10087560604964,0,0,0,0,0,0,0,0.09203477931650601,0.002697344967516482,0.0019630807978910183,0.0010678575418843425,0.01140142704370659,0.007419454887899403,0.000723139805737878,0.0005868031755964976,0.0006009754277256506,0.010289786413083986,0.0008094629950818781,0.001791451813645773,0.0013422302705234992
1720333444.559,0.5190955928601322,0.07094648362840482,0.021172537375494085,0.015366273000366599,0.14286071531726893,0.1117652290431159,0.005132859389201965,0.0034702209673012105,0.004049943350910163,0.09224712318827501,0.00416793917191716,0.022986675316903328,0.014936576142086813,62982884.550301135,10374456.304985335,522094.31645843864,11132.838937288501,506920.9720839325,34018370.18040641,10263305.726231594,170570.2887330358,53638767.98613118,11085733.841127738,14781656.597659767,718803.6922184139,2423733.3380790516,55264213.68656635,621006.4516129032,2440.38419874341,10100.655194758441,486453.8112623077,33550931.16774412,223.37756771496092,149.23034884780034,517.7694308003468,1878808.8731657132,7311304.698469847,2971.1840124766513,218.6827071951024,0,150.14662756598239,0,0,0,0,74.4591892383203,0,0,0,0,0,72.8942357317008,0,0,0,0,0,0,0,0.09265104145320188,0.003310485326003808,0.0020626942041209475,0.0011273706193456099,0.011558193337801947,0.008228605993474435,0.0007421854798337528,0.0006284056073823827,0.0006572003802921178,0.01002943007881404,0.000774580865757198,0.0018973341555407284,0.0013644524055556931
1720333449.559,0.5558181743901119,0.08215749928966296,0.02390538560811398,0.017773196135585083,0.16277713361416934,0.12973144247739787,0.005244571196254333,0.003569845614475549,0.004753183989918345,0.09067656533583669,0.004060578066537592,0.025859476654523934,0.016249283631616162,55264782.96277611,7830074.9893952515,521178.48791894,11187.815422462601,495766.6155182933,41241200.73479091,7569233.496550984,167915.21259616592,54251558.52647343,9044569.956007142,15134552.022855034,735597.0339688234,2471607.608478848,47722953.40708443,624058.1324579037,2394.3881527669528,10150.534522366732,480924.6639921614,40685880.92064978,292.7910218378069,146.90744759069634,822.8955491023323,1916020.5422717985,7485816.533038429,3256.8649568224264,222.81455692759613,0,75.5426864130134,0,0,0,0,73.19775545945173,0,0,0,0,0,74.27151897586538,0,0,0,0,0,0,0,0.10303786696791924,0.006672254396049103,0.002058981584175638,0.001193250912082076,0.012047393038403225,0.012070998568828824,0.0008161981123249157,0.000716798537097794,0.0007572807187749012,0.010166296825177144,0.0007294147297282317,0.002445620893170874,0.001509715065397509
