time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders-db_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1720273948.991,0.029511621529601344,0.005275114771646053,0.002607953247529119,0.0011509817783332433,0.005753373430318823,0.004653527052064422,0.005677564018710112,0.002093004076804077,0.004584029042750936,0.08604454040125162,0.004239540942610806,0.003065564830344472,0.006805351337912746,38493142.32935509,14022109.736758644,379156.10437179275,0,4310264.3940216405,20801032.380887624,8394713.600507392,473375.1933751934,77753942.23620246,8106465.338085439,7410820.30882302,245048.86005492377,3109432.8281247127,7614805.005704764,568.3476054551221,74.27151897586538,0,34537.25617920602,2436.8105250633166,243.5485789035557,1192.7563927563929,951.6728624535317,6828996.937904725,309.8169025427684,679.433068544151,377.156958435388,0,2080558.198541072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002996663655167208,0.0007637995407994658,0.00039254542774287216,0.00019489373923431164,0.0006680669667762982,0.0007349870176722919,0.0006605318151753399,0.00038578579589451856,0.0006467750089175682,0.010530602873827717,0.0005619869015432356,0.000443042958249167,0.0008816138586424933
1720273953.991,0.06187289110894616,0.0086696921772956,0.002632166213163651,0.0015936466051079115,0.01112722188833241,0.004485382371439149,0.005863106857432458,0.002014323501667621,0.004892256049201351,0.08454606342367887,0.004579910016944096,0.0031387942571616673,0.0067872395505541114,39069167.80324614,10103836.979408301,396383.46002482687,4127.367996775493,4425518.679280283,22636196.22641509,11003039.881486103,438191.8269716672,53248977.565632455,8806649.433749612,7812324.927738463,224440.25051064332,3462812.4230400883,7732430.049813428,2558.08143892081,77.64612341328636,3602.066615367704,50981.56186236321,2045.726970033296,399.2047093680559,1172.927264764343,1052.762988801175,7418904.291868898,326.60221269809625,622.2927463326524,350.253112600903,0,1872954.1415367047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008601348635793196,0.0010660089974863487,0.0004617240518373155,0.0002542539889598132,0.0012781778428355825,0.0007004579635888966,0.0006327063782272369,0.0004023462858685817,0.0006200695385780331,0.009280220833733806,0.0006116111948899166,0.0005167845681218937,0.0007785786275502508
1720273958.991,0.05875951285110729,0.012416724651118954,0.003970064912767506,0.002420978512159716,0.010503069037532476,0.007821803546325296,0.00568912939855446,0.0017046703345202086,0.004806357193312888,0.08534672138048664,0.004593562670924552,0.003148727610809063,0.0075768250665990125,37103248.71638296,10242742.526239594,362844.99323644687,4037.3483395759786,4177280.6080293194,22942697.83134337,12763946.531608937,451358.18943863135,73170274.95038514,10964386.492714703,13314035.0936794,268557.5924166785,2449613.0189739224,7343342.370768992,4892.0738327904455,426.20790121743954,3523.504005448127,48121.88246583813,4990.3469475736165,296.35525006783035,1142.859792849834,964.4454909347775,9252734.009544374,347.8792614360211,579.501586595792,445.3706891864954,0,1899458.8490770902,0,0,0,0,0,0,0,0,0,0,74.22844819774923,0,0,0,0,0,0,0.01437178991636628,0.0010536060031228257,0.00047173978059920733,0.00029683286654502873,0.0018247470055118098,0.0012592185725666402,0.0005119924837695821,0.00035919842850402753,0.0005838578304194549,0.011012649656492695,0.0006181985052268921,0.0005968204914848855,0.000749033555807652
1720273963.991,0.18285233172835966,0.013133677891530741,0.005121548985850494,0.0031168824049676623,0.023089720416178683,0.018823451946308717,0.005959276470390108,0.0020263714929312287,0.004540233850524582,0.08537722569149225,0.004148832883076379,0.005521179386560681,0.008028750419007276,45509384.11971074,8487074.438314544,572577.6842105263,4151.019881704778,3603001.9783176384,20573053.422818787,12748496.603555426,293599.3410324945,83385092.47873501,8754172.832359485,15023781.580283567,448127.7188039778,3109022.0462289345,22419859.38283096,5403.693931398417,749.8398169336384,3622.708260396897,93996.9929571892,36905.234899328854,295.99653129064893,2409.9383058483368,863.5703042770897,7386641.292353334,392.55282139118856,824.2692559239322,301.7589096601897,0,2098106.980091149,0,0,0,0,0,0,0,0,0,0,75.43972741504743,0,0,0,0,0,0,0.027491033107032464,0.0015629818607528676,0.00047271192896315294,0.00030856124600462943,0.002412986093865138,0.001923625119645606,0.00044254057093838766,0.00044456604736594485,0.0006453540383820415,0.00968906319204716,0.0006817935148589361,0.0006928856726797083,0.0007391451372909217
1720273968.991,0.27381024604614046,0.018187747391357263,0.006984666338407423,0.004493684433209631,0.042328166854730405,0.0285808610003293,0.005822499571538725,0.002345871685872812,0.004485062814568245,0.08401804183431627,0.004555287049321122,0.006126449047207889,0.008597316329137638,53452443.41265235,5648439.805593179,571459.0211410368,5434.016386095124,2321890.322346186,22455239.83754711,13011943.132156884,298170.61886470334,86207383.6642492,8888626.283782544,15294711.409395976,536334.9330334733,2877336.921530888,29962177.597214162,7995.53820412716,1260.3533159571386,4919.987809032073,167460.11556492347,7427681.094727599,226.58626984566024,2447.460520699957,811.6355566123727,7500942.512263684,479.4755735913845,822.4734443083473,279.0618453100781,0,2090751.6532547204,0,0,0,0,0,0,0,0,0,0,69.76546132751953,0,0,0,0,0,0,0.044764273593397956,0.0018843987333460946,0.0006898044731346623,0.0004333096881091806,0.003611192215715375,0.0043517903728057545,0.0005598242604018061,0.00047723768244321157,0.0006253421521435039,0.009864229715303128,0.000621913204576648,0.000987121978803263,0.0006774134907832199
1720273973.991,0.31066378102966363,0.022971697668947036,0.008366688559575145,0.004854172071345697,0.04396392836131913,0.0373665756442831,0.005929421571940255,0.002144384041189609,0.004450330670434602,0.08427604748172735,0.004489432589777015,0.006951690749456915,0.009247521121060354,52759183.337841496,7698069.280052123,763878.9858623255,5960.630076104698,2422368.502626748,22282091.32486388,11922191.79563425,166978.27362799636,105078133.86953609,6590134.682699459,23518832.929878965,722361.1875452569,2846913.7451307736,36972650.54548734,7338.907590400695,1338.0519409811075,5396.786690527226,174819.71448216014,7378226.642468238,207.6096506048523,2709.429567445467,741.9886600365924,7414207.954730944,409.72291687506254,1112.237509051412,276.28539147737814,0,1899665.1102182646,0,0,0,0,69.2032168682841,0,0,0,0,0,69.07134786934454,0,0,0,0,0,0,0.053192146202316874,0.001898328912240155,0.0011203224727111773,0.00041802101048718125,0.006701514655395813,0.005941480058024518,0.0005948920972943116,0.00043802155596245194,0.0005846563037703946,0.010177465587350379,0.0005930816188429414,0.0010186684262925155,0.0009295927526777344
1720273978.991,0.35193555149629363,0.03594894009089843,0.010216341646231503,0.0073561162667387546,0.062386098209990616,0.05676161273488322,0.005928584573442219,0.0026236356353992584,0.004458980321807084,0.08401844288487115,0.0043371121728823245,0.009793060076071456,0.010298045893229501,53138393.48403039,7766467.86067465,966437.0870704609,6056.931608133087,1401971.7465582355,22260398.427165814,10372856.056291452,160560.34294848508,106179740.72379138,8700448.150677545,21438658.958694264,459384.6362833662,3738258.530014209,44803575.14413837,614332.4909350621,1738.6040674713024,5602.661737523106,213283.03394808885,14669954.590755066,225.75370652753026,2678.485795248129,599.8279302202126,9180481.506775457,373.484088629525,1391.020851728588,302.33802660958463,0,1922208.1089990109,0,0,0,0,75.25123550917675,0,0,0,0,0,75.58450665239616,0,0,0,0,0,0,0.05737167015501451,0.0020210037908237437,0.0012497350999419521,0.00043092814662013337,0.007546041990885854,0.008527375115509142,0.0006862034072445547,0.0004739173588842269,0.0006352906600420935,0.010031980728994748,0.000508897748705172,0.0012603050641850492,0.0009648640880194473
1720273983.991,0.35193555149629363,0.04295214727408254,0.011777134398685357,0.00697241599918602,0.07999912326689565,0.06375691577801555,0.005616415344507399,0.0024969753568445142,0.004356631484794267,0.08339037290099505,0.003834884504597662,0.010456358663476778,0.01092797351104265,53138393.48403039,7697116.846346509,882787.0413843987,5740.4661087772365,1436329.1660942438,30184970.29629903,7976912.927358382,157023.49907383864,97892008.23573092,8902176.233653972,21701811.73603161,516937.274196706,3955335.666326206,44803575.14413837,608846.7820973537,1854.4503320142196,5309.931150618944,405013.87553235336,22372932.068927348,231.42057463711848,1636.436276468238,553.0090795558106,9393431.056997297,302.52224971380036,1565.527783757438,274.33317147497615,0,1905043.6676467382,0,0,0,0,77.14019154570616,0,0,0,0,0,68.58329286874404,0,0,0,0,0,0,0.06461908215795295,0.002318436474254592,0.0017552573539335006,0.00047525275806787205,0.008047701247696515,0.008516556796485279,0.0006636131047237796,0.0005697017814470777,0.0007447853615118777,0.008439699124392465,0.0004774780572739876,0.0018122899137956675,0.0012406637201250376
1720273988.991,0.40923383377288103,0.052671119225106366,0.013806445822156992,0.010161760225693572,0.10601589745467198,0.06503516847289882,0.005935909059322655,0.002875336263816438,0.004437319473693113,0.08440174092581408,0.0038087748434148206,0.013811972607605924,0.01153994397246104,48417122.116079636,7843789.08308286,889930.057189129,6172.082977547842,507406.07814761216,23227972.162766498,7745877.258430254,1793.0179112100097,73292570.98573041,6658577.196932257,20168696.97125697,795256.6162104557,4005843.6858794997,39616591.37705367,622706.297079669,1865.6814616124298,5623.45337954359,477693.7771345875,22932158.793653145,224.70923853412333,1793.0179112100097,621.0556463433124,7490477.62341442,351.43715143715144,2020.8797931755835,486.20508385477603,0,1947534.0828973246,0,0,0,0,74.90307951137444,0,0,0,0,0,69.45786912211086,0,0,0,0,0,0,0.06779228395020277,0.002662876979456977,0.0019207438429453044,0.0005890381089808746,0.012421196802522419,0.01154540921849204,0.0006472412831785171,0.0005587423640698556,0.0008076069884700219,0.006797623464664113,0.00044116296893558415,0.001776671005617864,0.0012161505958520244
1720273993.991,0.4626773247159657,0.053669468299406414,0.015214324682782152,0.012978530842632008,0.12326182253940497,0.0960279890598416,0.005830748347183747,0.003011587774209352,0.004110213401678541,0.08440174092581408,0.003913106472128723,0.01687006927591403,0.013042307344021899,48935402.67091887,8103751.294151611,815382.900911953,6834.76713141501,2078174.7629467547,29959526.24357403,7822187.55309326,1709.3607678769074,82026050.64157985,6658577.196932257,14659481.331836889,801560.7899119677,3424762.8186717583,48326105.321905516,643187.2672475632,2124.827557631766,6227.232275289231,482348.0671043035,29582530.28667606,151.28347183748846,1709.3607678769074,540.618589952451,7490477.62341442,306.47212869435094,2111.507653263542,484.39796590697915,0,157.02814141786212,0,0,0,0,75.64173591874423,0,0,0,0,0,69.19970941528274,0,0,0,0,0,0,0.06792239028591673,0.0029565127972359575,0.001945707631658716,0.0011177734697038703,0.014354077569892485,0.014162209682436123,0.0007597749768851961,0.0006303431352160451,0.0007800047856155816,0.008745685585146983,0.00040614686157423846,0.002025916700850606,0.0013471967118353207
