Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2032,0,5,5.110692932255801,1.847900915890932,71.80308294482529,8649.0,6.57581973574324,0.0,5,5,6,6,8,10,12,14,46,72,72
GET,/catalogue,11027,0,8,8.490293438565278,4.087795969098806,70.67385502159595,2795.0,35.68482491439011,0.0,8,9,9,10,11,13,15,17,57,67,71
GET,/category.html,11027,0,5,5.51970413477401,1.8955159466713667,79.48847697116435,11518.0,35.68482491439011,0.0,5,6,7,7,9,11,13,15,44,63,79
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1223,0,5,5.677506583019366,2.0779010374099016,57.80846602283418,10364.0,3.9577891421328655,0.0,5,6,7,7,9,11,14,16,29,58,58
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1213,0,5,5.654914312387885,2.0067780278623104,80.27545793447644,10364.0,3.9254278245357037,0.0,5,6,7,7,9,11,14,16,76,80,80
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1184,0,5,5.791005038485604,2.1000299602746964,54.243930033408105,10364.0,3.831580003503935,0.0,5,6,7,8,10,11,14,16,45,54,54
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1157,0,5,5.555288960944697,1.7759229522198439,26.455014944076538,10364.0,3.7442044459915986,0.0,5,6,7,7,9,11,13,15,24,26,26
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1224,0,5,5.665022467059126,2.0228340290486813,51.86380003578961,10364.0,3.9610252738925813,0.0,5,6,7,7,9,11,14,17,24,52,52
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1248,0,5,5.745646369737537,2.21712002530694,79.86586901824921,10364.0,4.0386924361257694,0.0,5,6,7,7,9,11,14,15,48,80,80
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1258,0,5,5.835960901583677,2.0441149827092886,58.115727035328746,10364.0,4.071053753722931,0.0,5,6,7,8,9,12,14,16,56,58,58
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1157,0,5,5.494322635530428,2.1464070305228233,81.5883670002222,10364.0,3.7442044459915986,0.0,5,6,6,7,9,10,13,15,56,82,82
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1224,0,5,5.547504093698865,1.5108820516616106,50.69880199152976,10364.0,3.9610252738925813,0.0,5,6,7,7,9,11,12,14,21,51,51
GET,/login,2032,0,60,60.70757413711069,51.29944998770952,118.11134603340179,13.0,6.57581973574324,0.0,60,62,63,64,66,68,71,74,110,120,120
,Aggregated,37006,0,6,9.455527539177577,1.5108820516616106,118.11134603340179,7789.922363940983,119.75629190005627,0.0,6,8,8,9,12,56,62,64,72,110,120
