time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts-db_disk,catalogue-db_disk,front-end_disk,orders-db_disk,payment_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1720263131.71,0.5137069833138753,0.06846727428561007,0.019847049276460613,0.014938510644870135,0.13508185684543603,0.10487588100828976,0.0054179340411195905,0.003131032460901812,0.004614305033998875,0.08639062354387186,0.0037486957021415834,0.020667883047055424,0.014019310528117628,43083445.85541086,10283733.391688094,506992.89090974705,9125.32641843648,519425.3697731818,57121982.13968051,7709920.20104529,333280.1633793734,106198790.10876036,11084019.00533837,23154601.773140207,472757.505773672,1823822.987801582,49888066.097889535,611371.1545124642,10568.510699722132,8452.146600682969,502231.71852198825,42289411.17870993,149.18143244768999,2274.699485856577,591.0214093753946,11231520.39037992,224.1599474625123,1847.5750577367205,147.60626317591309,0,298.7763736163539,0,0,0,0,74.59071622384499,0,0,0,0,0,73.80313158795654,0,0,0,0,0,0,0,0.07936460846688975,0.003506935235444976,0.0022650650124168763,0.0006993429384839897,0.014758489227728907,0.020716226225070654,0.0009954002430357352,0.0006204388739639499,0.0006501597464090235,0.016104741921982503,0.0003850852388807435,0.003959834107138757,0.0022632698918327605
1720263136.71,0.5462846066948632,0.07969035504556725,0.02357371700276645,0.017366889281309254,0.15396790634304633,0.12009017129102197,0.0055574116973324435,0.0030934364210640957,0.005058124589437925,0.08559502583536788,0.003936582092537023,0.023042326574094486,0.014945736583763665,50545170.08278205,12872993.050983835,513863.7157833431,10257.220150617826,2075051.3063095843,59023810.07680718,7821156.580211335,337336.89121240174,108647393.88124147,11013289.217651132,30757270.21179893,481869.07648225705,1847209.824279693,42798113.870512955,613606.0273571794,12822.364589400118,9583.388169920305,1966175.3875263808,43689964.20565213,151.33377669400724,2007.5151119098184,1511.6064508986235,11157096.235834276,7600814.762294337,2181.764749099993,149.48086783570244,0,299.6123180454978,0,0,0,0,75.66688834700362,0,0,0,0,0,74.74043391785122,0,0,0,0,0,0,0,0.08034276120677276,0.0035593587930140176,0.0022014106639072386,0.000680663829485755,0.015916939630330727,0.021987275801048277,0.0009154668394136374,0.0006815162784431124,0.0008139439077717627,0.01655788861072529,0.0003981604103279576,0.004218565115459519,0.0024737158562735126
1720263141.71,0.5683396920395544,0.08951908946465649,0.025793541188318243,0.01945235529945825,0.17547585770821877,0.16188818377180125,0.0054488387549176745,0.0037858152330042362,0.005154993629873703,0.08387125646444783,0.003883672939266452,0.02781875877610846,0.01702734934658568,43793917.698644206,15234886.557732238,687879.0075986452,10201.465268056792,3638928.241543601,51434575.992964976,7711109.427364128,170247.74995909017,107778183.70858504,11105035.63486667,31211861.560032472,485921.58299743495,1863291.7356893062,36017101.06958739,605987.6139749029,12974.604046507373,9531.29601687058,1956892.2071521147,43594064.78088817,0,2159.748359061074,1649.4966135822808,11253404.884862075,7713135.857132315,5253.206302674973,150.7822565801583,0,221.86512593662542,0,0,0,0,74.60294331924815,0,0,0,0,0,75.39112829007915,0,0,0,0,0,0,0,0.0893975116317884,0.003235963383873254,0.0022116109371210883,0.0007438221501369997,0.01688990663309155,0.03189678838952222,0.0009778030681086814,0.0007611708973920714,0.0008652851732946771,0.016232836473291046,0.00041055364401880955,0.004523766959378774,0.0026308160651542178
1720263146.71,0.5932403934855318,0.09874985179348507,0.028705164056966034,0.02141978607828271,0.1916586306435639,0.1757117486103866,0.005613050673824914,0.003744320331033484,0.004959899073387722,0.08547949814897082,0.0036767697544948332,0.030575559471854426,0.018366291410596754,36141526.828558974,15113925.3236869,541720.1655295828,13076.712578673723,3587255.0209507295,50397577.16177078,7733423.322742047,171862.73338041687,81839157.89473683,11183329.483192654,38592940.403395094,729578.2232413639,1840883.8139568712,28532031.99069362,602652.8178220305,13132.610073444432,10087.749703548301,1919352.694697298,35581656.023457035,0,2151.0657177523044,1669.97776130467,11332615.430179179,7631187.806881446,5377.912567497596,74.47543547038075,0,220.05336580648634,0,0,0,0,74.79639165844928,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10155481951981322,0.003774931817807891,0.0023759730184174386,0.0008442010309141224,0.016291808962551408,0.0362142600220705,0.0009558546903382989,0.0008001157549758025,0.0008335581868567163,0.015104124247646832,0.00041704918676033654,0.005890354764343126,0.002589273264389419
1720263151.71,0.5616330900169637,0.11038242001459583,0.03163127620578197,0.023803987975685805,0.20882967241395006,0.18558035714024831,0.005457902081275833,0.004317640914036997,0.0048811669044744235,0.08423407299019696,0.0037568275289603745,0.03401222460581752,0.019914743512701442,36332116.95821097,17949313.191023532,524472.0200798137,13823.981011015094,3616035.890929818,51163049.2330168,7745453.747393833,347496.3574998617,80782147.2944792,8730186.492390461,39000928.502914496,726387.5775026217,1843740.7629973595,28706368.057202265,1214675.8620689653,12499.756225283953,11393.390943144308,1912325.22477798,36121319.50328707,0,2190.737905977389,1648.41034646764,9215648.751602245,7711846.528443889,5576.582709326071,74.58799963580078,0,224.1926655719759,0,0,0,0,74.91129887706207,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11067948880717399,0.0038834436512486608,0.002395442917360477,0.0007891275509705651,0.01618092414658592,0.03661423530432036,0.0010561678744264158,0.0008353798684983988,0.0008212504995352199,0.01672011745298127,0.0005157306273083281,0.005923741486989775,0.0030873426592611347
1720263156.71,0.48620343394942533,0.12061007720522454,0.03494715929901826,0.026455251564273204,0.22447287491459816,0.205968288856305,0.005554968602938533,0.00456903777538758,0.004921323683013358,0.08547058290141206,0.0038037259188961983,0.036764132999964026,0.021205032843752306,29352143.154022988,17620055.394524958,705929.571520323,15636.145498173091,3601066.6666666665,50681419.49965606,7609022.236591586,349486.23989318294,53574084.978618875,8862351.385505762,30865394.021243203,710099.0754397957,1868201.0480478264,21756144.110344827,1199118.84057971,12627.360308285166,14370.362291178128,1887085.7142857143,28607047.6811122,0,2278.762703063571,1714.2753161677738,9352362.044651197,7630083.87779684,5231.068100874196,75.5775333972987,0,293.14725353372694,0,0,0,0,73.57114631605417,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09312596710632873,0.008886628400782368,0.0036676971734896195,0.0018330953714749583,0.02326473285048462,0.042580812524247946,0.0010516576857700418,0.0008357427994863031,0.0007701239778498016,0.01450282257327939,0.0005641421518172305,0.007135210256380525,0.0028898778661416067
1720263161.71,0.5046490999757881,0.132864121276326,0.03734157522091713,0.02842484700523221,0.24112317410276393,0.22155477181962202,0.005396661413753082,0.0046987486051914325,0.004998396843167899,0.0836253458493022,0.0037808581846336367,0.039534984865197194,0.02226456632764257,29804687.836403254,17809266.474710703,701782.0284373978,15361.211746072202,3501683.9882014496,44216292.082673244,10239628.608733498,344661.31304077414,54036302.39515463,10931379.564682912,30452388.569782306,709465.7432689004,1836727.9331638215,22117850.744044848,1213423.588852067,12586.348594494346,14317.24589925176,1834481.7741524344,21818447.187120065,0,2247.791172005049,2029.7696613746903,9235474.437775688,7528005.0416839225,5554.85235882321,74.3915728296404,0,296.69871968997296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08500890840289498,0.009856159624199034,0.0034898865809168482,0.0020118123377725642,0.021362798760803558,0.04631589627398292,0.0009659350039338365,0.0009405935852319042,0.0008007377861138641,0.014557804361844942,0.0006311099880702857,0.006940681265924003,0.002755682760593481
1720263166.71,0.5027809119235117,0.14480607960412314,0.04093468458954887,0.03071584822702821,0.2580829264303326,0.23403658545762895,0.005501264591019525,0.0050607060813336316,0.004817969317730339,0.08375977501339096,0.0039231904429461026,0.04440304279441406,0.024505803584086074,35837116.1138716,15035935.473498043,697789.6117429347,15588.392432392873,5131729.495557676,42414985.56715601,10162267.038603438,352126.78477984597,53168704.44612995,8940675.05217857,31071235.14173908,482883.9619925136,1229745.4426491703,28355544.011336934,1197181.9854583133,23401.92960707163,14464.22951659531,3353357.515236067,20929780.698500186,73.71546837037704,2296.4790311729084,1923.2130602809982,7553931.549103267,7681044.11089269,6265.47653325655,1265.5531524327075,0,292.6916412097826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08727972404913803,0.014765523140614563,0.0049135781029805954,0.003196029952823854,0.030085392122010553,0.04940551642318885,0.0010352834393373555,0.001098548788240122,0.0008540202511516431,0.012603503069737515,0.0006938797032315508,0.006759161428431269,0.0027270560353890826
1720263171.71,0.506690819777722,0.15367456694549125,0.04303167018755626,0.033254082919617435,0.2708536246472924,0.2439682179168405,0.005407704796500851,0.005173250911190502,0.004420361445783161,0.08343499908369528,0.004425634188126657,0.047874265137969815,0.026001791071816795,28888823.584599294,15486336.317676257,900658.008339916,15176.461998977878,4924976.042846102,36385777.74551263,10465311.883757137,173456.60568005487,52783219.7360872,6664078.728902083,22871697.035273753,738172.4207848704,1839252.1197188203,21460066.250496164,1243144.8478720472,21444.238293807524,13980.287654230853,3178023.6875685193,14398110.165338755,75.91370746534214,2364.981415322435,1835.9150889271368,5631652.830465299,7539618.264444926,6568.579381025234,1261.540691354446,0,301.20415479363913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0873857272211038,0.014593186079713766,0.006268423893472842,0.003084217983236226,0.03762749512118752,0.05133762127874281,0.001096162953179816,0.0010242168818494126,0.000844940497339302,0.014753365567052666,0.000746761805053869,0.007876530887827325,0.0024593383719663238
1720263176.71,0.5168489210784136,0.1650232473817979,0.045716573047699834,0.035299026346469524,0.2809412425793615,0.24952629937233606,0.005422775840530116,0.005342316966672607,0.004329057614281861,0.08374251780512673,0.004127674420320606,0.05086209443476999,0.027236715088036118,29042228.81817192,12672445.301656542,721784.258874912,3983169.031874582,6477362.611920051,28946844.450838983,10221052.486738002,338206.5229014436,53090600.739338204,8821000.87387125,31189471.06675767,964337.2514874474,2442732.35214447,21565494.248702783,1224584.170016403,21141.98054467686,13086.261980830672,3117434.9642760246,7249970.828912109,74.15856462621984,2189.9839600784176,1846.5422414570373,7454200.990387417,7712215.454428069,6538.383398635902,1405.3995485327316,0,295.329596048813,0,0,0,0,0,0,0,0,0,0,73.9683972911964,0,0,0,0,0,0,0,0.07988948812247733,0.01522637000259576,0.005597777776077917,0.004223941875795056,0.0382997158746673,0.05006254361799991,0.001110619121851667,0.0009603210687656343,0.0008018867557865872,0.013030436165277267,0.0006482036373353888,0.007516706217706677,0.0020823611468053036
1720263181.71,0.5673707556969217,0.1741215428132319,0.048391527948309504,0.037345847550018164,0.28834377321215454,0.23797741364266933,0.005318174855464805,0.005832604539454385,0.004033639367329842,0.08217286325402114,0.005275334864360557,0.05304592564844665,0.028108793580460395,29396780.317890994,12857629.976580797,553576.9182581303,3893097.329700272,8166731.368768933,29335925.23364486,7772965.329907314,349118.2164857729,52437744.47393264,8730199.895531258,30313163.197933115,973955.4513481827,2436440.5057819085,21843881.570022184,1238632.318501171,20747.221277585868,10491.117166212533,4661160.011016249,14582803.738317758,75.17665412498853,3529.480786154297,1823.9139340612364,7378023.379383634,14989319.936845127,6902.696365767877,1401.779603011636,0,224.82435597189695,0,0,0,0,0,0,0,0,0,0,73.77787384271768,0,0,0,0,0,0,0,0.09818782885189271,0.01660125698451872,0.005768107808935755,0.004778056642823232,0.03835335513810787,0.05317819203151602,0.0010639012236518526,0.0009394794874749973,0.0007551688575867733,0.012747933885655678,0.0008587646916222078,0.009045592296027194,0.002882960608286009
1720263186.71,0.5823839707778569,0.18721832822608725,0.05083358409873708,0.039573394739219184,0.3015113517214898,0.247550132571007,0.00545090545401693,0.005606040381035012,0.004102025195753024,0.08323215555953768,0.005203137711159571,0.05738888422460387,0.029688901990727108,36576136.175186746,12872263.475248797,550061.9977037887,3871712.6804328584,8117855.442394543,29716623.533751383,7694380.872788053,343017.6960757732,26994858.012579538,10848216.181345759,39022223.930802494,995298.2521314337,2488558.1395348837,28963978.302558765,1858863.1856752746,20721.01033295063,10359.691434971908,4628642.5188787915,22044744.52231649,74.41590058500782,2147.099759593659,1877.762089010324,9166951.49180181,15440888.9217462,6999.49848617122,1356.4910214895497,0,150.1383721569562,0,0,0,0,0,0,0,0,0,0,75.36061230497498,0,0,0,0,0,0,0,0.10121397745649613,0.023882712813546793,0.007709066094351994,0.006180432910687468,0.03366777476571296,0.05129901757724374,0.0009519079599694804,0.0009307852527131482,0.0007595884057261328,0.012842866710611987,0.0011067419119694594,0.008976867762775387,0.002669545014707048
1720263191.71,0.6010431939471053,0.19662410653898774,0.05285874601266179,0.04133978149419411,0.3160172613214014,0.2602900387006586,0.005326299014238771,0.006144190008114491,0.003699337081081061,0.08201720244881863,0.005402100364864137,0.06021667392830747,0.031627016686702675,36431505.88021448,10256025.389876882,770938.4381281583,7813225.443657343,6466057.662468877,29639607.107383296,10305799.196787149,351480.67276482744,26523481.945945945,8690654.332938941,38293127.702445135,992364.2276422764,1822926.8835339926,28828350.08634009,1848934.0264477883,19467.75375251263,9347.841963046812,3114751.344134521,21998275.981311854,74.77181453085068,3776.9253467099447,959.4234234234234,7347423.039690223,15132574.56116466,7114.264597191427,1396.371987870741,0,149.42088463292293,0,0,0,0,0,0,0,0,0,0,73.49326251951268,0,0,0,0,0,0,0,0.11055686705061164,0.023809595538530685,0.007826669348615643,0.00634718234875851,0.033348842661298006,0.053175023165567714,0.000955672327543588,0.0010082593433200812,0.0006068280064679969,0.010634641447390557,0.0012057182274858376,0.00868343040481025,0.0026128500069029247
1720263196.71,0.6247744519128292,0.2058376468962005,0.056286084721947,0.04402042703237411,0.32666660767763295,0.23404248953839515,0.005459168779857045,0.005913841978875147,0.003290052966938266,0.08262100122836805,0.0056380399313930366,0.06332976765363435,0.03256519968160531,36830281.871302046,10233853.876793802,756466.1418457602,7696870.215827339,5029225.681579383,36081790.04889272,10138854.207822995,344112.8103277061,26421309.975948595,10942175.656634994,37689698.45098355,1211296.8718759657,1881683.641546806,36392322.5166293,2452861.8977464945,19037.09174758156,9208.63309352518,3187917.0491621965,28536011.50417026,73.56057612873101,3623.797056964883,661.664931615034,9247409.227211967,14894113.022815386,4541.43264809059,1971.3814997871202,0,148.99692621087286,0,0,0,0,0,0,0,0,0,0,75.8223653764277,0,0,0,0,0,0,0,0.11345860048273272,0.031079309873630726,0.009651079514467729,0.007729924748222044,0.04319960787773339,0.04676736658680911,0.0010112807329855308,0.0009265276205990813,0.00048816034353960493,0.012944858392427741,0.0012911727756798946,0.010721755319410805,0.003541147828037479
1720263201.71,0.5899109967082528,0.21591999036445875,0.058419929068951236,0.04597260644071453,0.3370816025679363,0.23463285316915772,0.0054388914493090435,0.006503052840517709,0.003247062058508705,0.08341782359595663,0.0057018526581450795,0.06659774758595463,0.034317270818155325,43671273.99701741,10346049.207458349,757849.5707420673,11527922.078855624,5090412.589242328,37175419.352445945,10090217.780717595,516176.48551644123,26258238.74420264,11053953.508739918,30630681.676229212,984897.7322604244,1849332.3619408421,43146554.54115592,2476941.929314846,18798.797717823654,8685.763576896814,3233792.9951781104,36726064.01364833,73.22523553283159,3563.934307363231,657.5811630396004,9343761.777907528,15136146.41586172,4719.239209948793,1939.6765263004518,0,150.63807877606558,0,0,0,0,0,0,0,0,0,0,74.60294331924814,0,0,0,0,0,0,0,0.09478575472934156,0.03083722453282539,0.009771662760410759,0.007775072085162244,0.043741762018211915,0.05287771168803524,0.0009517820237149898,0.0008177735543306402,0.0004915205276550305,0.012811244864977707,0.0013531022128146796,0.009697375462741095,0.003749658819306005
