Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,2006,0,5,5.068344220573385,1.7801349749788642,54.67312701512128,8649.0,6.490961127985574,0.0,5,5,6,6,8,9,12,14,30,55,55
GET,/catalogue,10984,0,8,8.559361395559383,4.405672079883516,80.17021196428686,2795.0,35.54173331495191,0.0,8,9,9,10,11,13,16,18,61,75,80
GET,/category.html,10984,0,5,5.549995399816016,1.9189040176570415,72.68113701138645,11518.0,35.54173331495191,0.0,5,6,7,7,9,11,13,16,54,72,73
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1128,0,5,5.606923315712046,2.0750900730490685,61.665635905228555,10364.0,3.6499522195252876,0.0,5,6,7,7,9,11,13,17,54,62,62
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1201,0,5,5.608144301733469,2.1022899309173226,41.14172200206667,10364.0,3.886163666356268,0.0,5,6,7,7,9,11,13,15,27,41,41
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1199,0,5,5.6013867230480034,1.9407080253586173,68.78637301269919,10364.0,3.879692119867748,0.0,5,6,7,7,9,11,13,15,69,69,69
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1225,0,5,5.691128798798487,2.0190110662952065,42.81192203052342,10364.0,3.963822224218508,0.0,5,6,7,7,9,11,14,16,25,43,43
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1243,0,5,5.787674229171004,2.1608329843729734,74.58978495560586,10364.0,4.022066142615189,0.0,5,6,7,7,9,11,14,17,72,75,75
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1180,0,5,5.692807745516016,2.0213749958202243,65.67881803493947,10364.0,3.818212428226808,0.0,5,6,7,7,9,11,14,17,64,66,66
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1210,0,5,5.952837430556451,2.138081006705761,70.8683020202443,10364.0,3.915285625554608,0.0,5,6,7,8,10,12,15,18,60,71,71
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1252,0,5,5.750205402579397,2.1064060274511576,79.99655802268535,10364.0,4.051188101813528,0.0,5,6,7,7,9,11,13,19,79,80,80
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1203,0,5,5.669847126227222,2.0618250127881765,68.86995898094028,10364.0,3.8926352128447883,0.0,5,6,7,7,9,11,15,16,63,69,69
GET,/login,2006,0,60,60.6407850692564,25.6291109835729,122.94282298535109,13.0,6.490961127985574,0.0,60,62,63,63,66,68,70,74,110,120,120
,Aggregated,36821,0,6,9.469378436658218,1.7801349749788642,122.94282298535109,7793.000950544526,119.1444066268977,0.0,6,8,8,9,12,56,62,64,72,100,120
