Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1052,0,4,4.926870088801213,1.9640550017356873,36.40485997311771,8649.0,3.405266043687245,0.0,4,5,6,6,7,9,10,12,29,36,36
GET,/catalogue,5955,0,8,8.440294757264093,4.437239025719464,49.60023006424308,2795.0,19.27600692980755,0.0,8,9,9,10,11,12,14,16,42,50,50
GET,/category.html,5957,0,5,5.1893576661405305,1.9395729759708047,49.1015010047704,11518.0,19.282480819624446,0.0,5,5,6,7,8,10,12,13,40,49,49
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,663,0,5,5.326808433239468,2.086572931148112,45.88697606232017,10364.0,2.146094474300992,0.0,5,5,6,7,8,10,12,14,46,46,46
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,645,0,5,5.491061361196141,2.1942469757050276,44.76708499714732,10364.0,2.0878294659489285,0.0,5,6,6,7,8,10,12,14,45,45,45
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,679,0,5,5.32705525748311,2.176303998567164,41.9936899561435,10364.0,2.197885592836159,0.0,5,6,6,7,8,10,11,13,42,42,42
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,650,0,5,5.226283331150905,2.1641330095008016,17.390577006153762,10364.0,2.1040141904911684,0.0,5,5,6,7,8,10,12,14,17,17,17
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,631,0,5,5.2634911148966825,2.110025961883366,42.24627302028239,10364.0,2.0425122372306572,0.0,5,5,6,6,8,10,12,13,42,42,42
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,676,0,5,5.321715464340192,2.178431022912264,45.50981102511287,10364.0,2.188174758110815,0.0,5,5,6,6,8,10,12,13,46,46,46
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,654,0,5,5.30333245359646,2.1388609893620014,21.41685108654201,10364.0,2.1169619701249602,0.0,5,6,6,7,8,10,12,14,21,21,21
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,665,0,5,5.310056419671982,2.3385529639199376,27.920247055590153,10364.0,2.152568364117888,0.0,5,6,6,7,8,10,12,13,28,28,28
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,643,0,5,5.256715330040346,2.1646920358762145,20.10147098917514,10364.0,2.0813555761320326,0.0,5,6,6,7,8,9,11,12,20,20,20
GET,/login,1052,0,61,61.29096867715827,52.6771480217576,88.45884702168405,13.0,3.405266043687245,0.0,61,62,63,64,66,68,70,72,81,88,88
,Aggregated,19922,0,6,9.1467757243815,1.9395729759708047,88.45884702168405,7809.414667202088,64.48641646610008,0.0,6,7,8,9,11,56,62,64,71,81,88
