Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1052,0,5,4.888885464725535,1.980986911803484,17.60041993111372,8649.0,3.405073166812354,0.0,5,5,6,6,8,9,11,12,15,18,18
GET,/catalogue,5970,0,8,8.439373160331,4.280187888070941,62.63258005492389,2795.0,19.323466545503567,0.0,8,9,9,10,11,12,14,16,43,63,63
GET,/category.html,5970,0,5,5.173025263135651,1.8733360338956118,47.457205946557224,11518.0,19.323466545503567,0.0,5,5,6,7,8,10,12,13,36,47,47
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,624,0,5,5.397452823578929,2.1221840288490057,38.41893398202956,10364.0,2.019739216816453,0.0,5,6,7,7,9,10,11,13,38,38,38
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,681,0,5,5.176748006184765,2.1564241033047438,14.70733608584851,10364.0,2.2042346260448795,0.0,5,5,6,7,8,10,12,13,15,15,15
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,645,0,5,5.143211085472053,2.0405719988048077,14.348865021020174,10364.0,2.087711209690084,0.0,5,6,6,7,8,9,10,11,14,14,14
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,642,0,5,5.3667836288364485,2.22036091145128,48.50315593648702,10364.0,2.078000924993851,0.0,5,5,6,7,8,10,12,15,49,49,49
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,650,0,5,5.372000319990688,2.1214919397607446,47.697703004814684,10364.0,2.103895017517139,0.0,5,6,6,7,9,10,11,13,48,48,48
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,666,0,5,5.176621930066821,2.1487950580194592,14.49685508850962,10364.0,2.1556832025637145,0.0,5,5,6,7,8,10,11,13,14,14,14
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,648,0,5,5.152592076891229,2.0918688969686627,38.56412705499679,10364.0,2.097421494386317,0.0,5,5,6,7,8,9,11,13,39,39,39
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,666,0,5,5.324750401914489,2.088539069518447,21.1719119688496,10364.0,2.1556832025637145,0.0,5,6,6,7,8,10,12,13,21,21,21
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,703,0,5,5.244337355653102,2.1138080628588796,41.10284592024982,10364.0,2.275443380483921,0.0,5,5,6,7,8,10,11,13,41,41,41
GET,/login,1052,0,61,61.40173360760264,52.711685886606574,112.09820199292153,13.0,3.405073166812354,0.0,61,63,64,64,67,68,70,74,96,110,110
,Aggregated,19969,0,6,9.122706948474928,1.8733360338956118,112.09820199292153,7810.4929640943465,64.63489169969192,0.0,6,7,8,9,11,56,62,64,71,96,110
