time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts_disk,carts-db_disk,catalogue-db_disk,front-end_disk,orders_disk,orders-db_disk,payment_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1720261803.18,0.0896434913700009,0.03566516182077738,0.19143730432595574,0.14530353137323232,0.5885557191242686,0.002444215266928884,0.005218287339509182,0.0018087865605588517,0.003698894296606125,0.08126252803018331,0.003114005676289327,0.05450842227951056,0.026783492413543372,51567841.56676124,7729840.871717957,1250502.4815560025,19803330.973386403,5917796.744262354,29915385.228680708,10240776.64012135,800763.9762646608,82271477.70087716,9697577.749683945,33469414.351101022,1647710.1049344614,1872457.1428571427,14556225.13041091,14433.22069426625,618.1086519114688,7335777.406870747,5529454.399620832,0,0,0,54521718.19830489,8217243.99494311,6610846.866327891,446.17116299335544,222.48777838131448,0,148.03303276170513,0,0,0,0,73.96572584285894,0,0,0,0,0,74.1625927937715,0,0,0,0,0,0,0,0,0,0.017683833618882507,0.008507774690823902,0.03221939775350416,0.02430203618709228,0.10042301454822672,0.0005734566987707756,0.0009044660690621659,0.000563973295746267,0.0009365923725960741,0.011305530814178299,0.0007059902389911595,0.007754775289058896,0.005413806208657395
1720261808.18,0.09472729244297699,0.036544160673479466,0.1919375946659724,0.1464529183226131,0.5959694489259576,0.0023772864300550464,0.005057679499918701,0.0019512366955164848,0.003653054465761317,0.07996392665477323,0.0032134748298497913,0.055799066278820746,0.027125577548249805,40686206.5294296,7817600.994497358,1380137.479541735,19402829.566279776,5938164.656069206,30353131.654702477,10245587.03546458,732200.9689184041,106477310.91470861,8937052.646908905,37399774.15327615,1887408.3803269328,1897108.9748293832,13397318.958256124,9734.374143068682,685.6122600803452,7186287.685507922,5544434.946069753,0,0,0,52925282.17288208,7572812.932352726,7387184.084410617,657.8628024841173,150.28986570778605,0,149.75960220105665,0,0,0,0,74.00046972954418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018426108861880543,0.007959523377386514,0.038326692515420355,0.028758037042697866,0.09977604377899661,0.0005799455261948144,0.0007854668726348837,0.0006612144018853202,0.0008802962847818769,0.011382443526967087,0.0007124790664151986,0.006532143905209828,0.004867248310576472
1720261813.18,0.0963920382849526,0.039449076189432136,0.19373193899825653,0.14663003971615798,0.5974252825605842,0.0023555028822147216,0.005241637618246602,0.0019583487939954826,0.0036755003993755608,0.08189872097624142,0.00316915894095327,0.052376314035165274,0.027775119203069267,44712644.54976303,7811826.061536212,1129777.1320645066,19546718.221642952,6010820.700084836,30583822.587751504,10259743.954274964,551436.2748670115,107602275.42388265,8826647.578280965,37415102.93302889,1422904.834721989,1740186.5787171035,14723109.004739337,8980.486735365052,520.7031817521429,7240033.307990298,5608412.231197669,0,0,0,53484379.18890462,7479117.282063272,6159232.006446955,847.012997561658,137.84747930268563,0,149.67477892275085,0,0,0,0,74.08613236384683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019215816101577635,0.007865755520053449,0.03928814213572634,0.029766018682152014,0.09983916047608637,0.0009454818396820986,0.0008031010332188789,0.0005711518133588274,0.0008258063202760777,0.011529961487797818,0.0007265239681929137,0.0063852218208654814,0.005699489123633424
1720261818.18,0.10036360091577085,0.0421775061052881,0.19482043001353275,0.1488151979329103,0.6028279079772388,0.008520691391864418,0.004843362905949985,0.002106066934622417,0.003264603517283337,0.07451040319218505,0.003243618122977346,0.05680101898384902,0.02818254387462957,50986430.37608137,8053213.8232314,1138942.9794082146,15675462.556663645,5911891.848791273,41935320.09349724,10663123.58776538,547957.6340231383,84328842.7207025,9216025.61296823,34342166.84234859,1394668.334498363,1733463.793594187,7193982.698085207,9026.882710462482,524.340733696646,7252853.67180417,5530512.993367403,13766753.325373737,0,0,27939425.791291725,7808474.843877865,6784324.290337495,828.8142452448402,137.15739950106317,0,77.15284367916651,0,0,0,0,77.01619746603815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018885374114080627,0.007842147996242664,0.04119008854402593,0.031203480067154357,0.08546948205598169,0.0016939935540938491,0.0008706814563350871,0.0006481246149188352,0.0007729836074959723,0.009247262404832845,0.0007944835464524054,0.006076072949169123,0.005906445225965703
1720261823.18,0.10880653597552131,0.048005915526675796,0.19827434580627495,0.15127987254536207,0.6140412416852249,0.008654438850611876,0.00520112587844341,0.002219544680928274,0.003681751062455372,0.07798626255385466,0.003168255276922873,0.05749843357088318,0.026695702247379414,50989015.06373117,7695888.256893946,1215964.9479696425,18315169.882991355,5982723.084224745,43593476.288831584,10300507.65403403,366174.804492588,75559244.68772312,11239688.330736091,37476846.527742736,1378190.8882667345,1991821.9471807072,14381311.703360371,8699.83440132479,480.71355918942174,6783926.199762592,5582185.097294731,14311101.794998223,0,0,25034646.720837727,9522664.955541298,6170212.691524968,744.6460386139694,157.6057878763022,0,73.72741018071856,0,0,0,0,74.37941491583287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017429779958107378,0.0071165464799082985,0.04750316289481689,0.035824969706760246,0.10717849143050578,0.002969558171349906,0.0009401544847060162,0.0006489667393510669,0.0007133365149041463,0.01099596826765998,0.0007281589719976133,0.0051005944782208015,0.005173134208831446
1720261828.18,0.11385564841644513,0.05792033784243084,0.20365070307272728,0.15333799154825858,0.6215773302389422,0.020356931215202007,0.00501583015360179,0.002295015107222037,0.003167198595234718,0.07689074947747744,0.0029978705685928786,0.05818176861663523,0.029183737101785776,50938438.90968944,9685782.883556522,1354361.018181818,18076802.19577915,4086309.089923965,50886355.564838976,12793909.932675127,198013.38068237557,52428529.75539992,8842120.072072072,41334456.692329094,1376654.9571781103,2356035.6472154884,14367005.046394272,8004.894296784719,521.3090909090909,6701835.01531355,3809267.424009825,28655172.97788107,0,0,1449.3969823996838,7492137.513513514,6805719.988869307,668.8924372187546,279.71454911735583,0,139.21555298756033,0,0,0,0,73.93101456599824,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.017095163860560255,0.0075670177419706235,0.04135732672261122,0.03576331681204918,0.11042416702144289,0.0038216867920377877,0.0007949605762716031,0.0007432352143316264,0.0006470864976269841,0.007950012800594226,0.0008460364907746496,0.006752535104027553,0.005999104521734822
1720261833.18,0.13409638852067424,0.06575585336554707,0.20337900769507516,0.1532005134695988,0.6381817723149393,0.021569704173014737,0.004751039332327622,0.0023923173561168696,0.0032552826180334425,0.07703409358069283,0.0036837794553739103,0.06129277691720941,0.029418965808310858,47354393.02896747,7229175.643711562,1241440.3581707708,19937663.250798576,6178405.284560325,53917932.146705806,7439167.102620686,197933.3346397288,53036213.76668933,11186572.830587935,40267063.21423405,1476847.9727747464,2565816.342846518,20031235.60878781,7958.369939852671,573.0732331307963,7391843.423992319,5775565.753399451,30362317.26803166,0,160.529873998158,1466.1559938432902,9478131.59670917,13250675.538839865,720.9998239746524,304.6202472808403,0,138.4064337365682,0,0,0,0,71.62756335628772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02011119313843063,0.0069903480302277565,0.04267908917526688,0.036698543809519826,0.0968712439809067,0.006296709186601016,0.0008108333961360404,0.000724125263030354,0.0006550229075592026,0.00842384864075141,0.0008539729007068683,0.005806312284998596,0.0054239941839702545
1720261838.18,0.1491395058621096,0.06674798306160715,0.2078099511936234,0.15711997850826756,0.6500104559023807,0.027994254550157912,0.005006112122496361,0.0024770989102934444,0.0027294676285827485,0.07794749230302828,0.0035924571607359903,0.05826476971564372,0.02998616910165314,47463062.46731557,8210443.0960175395,1246551.6302170954,17149878.424997028,8071584.100524777,61225281.47231103,7838559.525345027,201221.9056915752,55802948.529983096,10329337.420419713,31379898.79583277,1441667.2536821156,2501345.7076566126,20088012.82072909,3224.9019671282867,492.1893775534728,3975648.8361949325,5652555.86424797,37712883.682255775,0,244.7955057075124,1311.2501209583156,8751962.812005255,12393711.27046408,703.4429538161583,148.49187935034803,0,157.31229107942863,0,0,0,0,75.47308875826869,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.026011039734008635,0.006964726680607832,0.043135156719269915,0.03268074208789514,0.09504400915200262,0.007842765757012328,0.0008017163475176337,0.0006933258018427962,0.0007208071875691931,0.00855388261924241,0.000849414376397665,0.007750656146195931,0.0063258234137256765
1720261843.18,0.1544280776454588,0.07557761415689977,0.20871432425136655,0.15717437475061555,0.6557039273461336,0.038562723633744425,0.004778173126946727,0.002628372408876214,0.002877705972067524,0.07764319873933999,0.0035431345955277828,0.06313630958656666,0.030295140825396822,51703813.87143014,7916779.499713011,1250803.930116361,19424582.633858763,6227320.77677707,59712429.85504636,8061452.032461447,180032.724356118,50781204.96958273,11366058.28698554,32828831.664895684,1393015.980683096,2503371.1746031744,21883949.2777594,3564.442963209836,480.7350524797961,3604144.292467243,3896958.0006942037,36799021.58998829,0,219.0179128419927,1263.439293976523,9629776.492398962,12966006.099907253,830.479420492876,148.6077097505669,0,151.678423966376,0,0,0,0,77.620690299753,0,0,0,0,0,74.30385487528345,0,0,0,0,0,0,0,0,0,0.023494804250166937,0.005812674941233845,0.037531917341230715,0.028670830521103773,0.09547466982575707,0.011037619649696928,0.0009073241178347433,0.0009050290204381943,0.0006182124082951829,0.008404676679501342,0.0008656611249155759,0.00666508292611266,0.005675566721249245
1720261848.18,0.19454166397881617,0.0863395424143263,0.21240627559023367,0.15970663833167095,0.6717866336680234,0.052913894076178795,0.004992368244045989,0.002488778691948637,0.0027637311823874625,0.07899988729717877,0.0038205902641744137,0.06875385267513637,0.0307713027403095,41192667.634748444,7689297.7093746625,1007008.6896913245,19960604.381395694,6246001.700587968,59551918.28219977,10365513.041253129,183452.95047131256,52019585.87387658,8960935.535740389,33945816.524174795,1552169.8955251954,1974614.6036406525,20347536.892457504,641228.9546549678,495.4938607633219,3707947.5414681,3946239.4210764356,44072697.76642808,0,223.17877186291065,1294.250281946033,7591909.954684987,13415875.363857714,1120.5991484704957,156.2442319703001,0,147.29044553921392,0,0,0,0,74.86611467529382,0,0,0,0,0,78.12211598515005,0,0,0,0,0,0,0,0,0,0.029375117690064245,0.005814451472624186,0.037812976611975094,0.02840315662237648,0.07658413763016406,0.012216788610133852,0.0010497335194813936,0.0008299915738101751,0.0005562321057429479,0.008494107444474468,0.0009381989449484961,0.0071678608406359375,0.005027738474106138
