time,carts_cpu,carts-db_cpu,catalogue_cpu,catalogue-db_cpu,front-end_cpu,orders_cpu,orders-db_cpu,payment_cpu,queue-master_cpu,rabbitmq_cpu,shipping_cpu,user_cpu,user-db_cpu,carts_memory,carts-db_memory,catalogue_memory,catalogue-db_memory,front-end_memory,orders_memory,orders-db_memory,payment_memory,queue-master_memory,rabbitmq_memory,shipping_memory,user_memory,user-db_memory,carts_memory_rss,carts-db_memory_rss,catalogue_memory_rss,catalogue-db_memory_rss,front-end_memory_rss,orders_memory_rss,orders-db_memory_rss,payment_memory_rss,queue-master_memory_rss,rabbitmq_memory_rss,shipping_memory_rss,user_memory_rss,user-db_memory_rss,carts_memory_cache,carts-db_memory_cache,catalogue_memory_cache,catalogue-db_memory_cache,front-end_memory_cache,orders_memory_cache,orders-db_memory_cache,payment_memory_cache,queue-master_memory_cache,rabbitmq_memory_cache,shipping_memory_cache,user_memory_cache,user-db_memory_cache,carts_disk,carts-db_disk,catalogue-db_disk,front-end_disk,orders_disk,orders-db_disk,payment_disk,rabbitmq_disk,user-db_disk,carts_power,carts-db_power,catalogue_power,catalogue-db_power,front-end_power,orders_power,orders-db_power,payment_power,queue-master_power,rabbitmq_power,shipping_power,user_power,user-db_power
1720261853.18,0.1903606635167459,0.09635269133211678,0.2138967845328807,0.1619433046940639,0.6407377339490763,0.06713456967796053,0.005012969330213613,0.0028560456305868104,0.0028963603585775224,0.07884508647350788,0.0037919367902292545,0.06670285209297129,0.03306662829670829,35720256.94551045,7803328.467153284,903853.5264165251,15794624.876712328,4582561.612637142,67881650.53430103,9546209.705926912,375.9108680090307,58641624.60174539,6596212.080488809,33108675.094636098,1338381.9198870603,2508434.2657723976,21179456.250939336,650127.8832116788,517.7133364631107,3666200.547945205,2274037.7391874148,52094146.68660417,0,225.54652080541842,1459.0069855342053,5589331.039796448,13085053.924719663,1157.456933041077,148.8994310849374,0,74.74452554744525,0,0,0,0,68.9481037588163,0,0,0,0,0,74.4497155424687,0,0,0,0,0,0,0,0,0,0.036459349296169244,0.0061632439195808165,0.03749923005570803,0.02828333158299808,0.07626705048813666,0.014235426282002726,0.0011102758812375716,0.0009195284841903817,0.0005532193266920036,0.008584326480081157,0.0009351861658975521,0.007301793927258109,0.005164285673929664
1720261858.18,0.2288641668988575,0.11095655059898851,0.21711742236137924,0.16429241358227478,0.6853704389040011,0.08270315326148818,0.004937834440507827,0.0031263754539377414,0.0027797657472416987,0.07891274447972416,0.0036869646925599174,0.07457376698675978,0.03422406260687296,31979467.42029216,7185497.656131861,910031.674372884,15783788.582274783,4300685.62987516,68239093.79647139,10464859.757897845,370.0157184411642,74306315.21230358,8902548.054068765,31339252.949329004,1376135.0210970463,1906300.255575781,15794944.234366914,1192042.878505301,671.0598172352278,3662418.455248941,2145214.6061141035,52449765.40784667,0,296.01257475293136,1232.4974924774324,7543283.969881156,12385751.276070716,1564.3823657791359,150.62423005497638,0,68.82067308500092,0,0,0,0,0,0,0,0,0,0,75.31211502748819,0,0,0,0,0,0,0,0,0,0.04461727505477515,0.010852070921845869,0.0312324759975823,0.02352487765685584,0.08287320799436941,0.01845440764972122,0.0011193015163430498,0.000949533259922777,0.0005606471797414272,0.011381014271745713,0.0007470588990796252,0.010755450296825777,0.005838333131695616
1720261863.18,0.23534582941315357,0.11669177778182077,0.2277682261917929,0.16853028476112775,0.6916023075981494,0.091206625806097,0.004987144469525961,0.0032953444499296074,0.002834697647211762,0.0799740841941494,0.003167016349158538,0.07668154434563042,0.03557383765479174,36468736.03719781,7780641.292482351,702147.6975260847,11774096.999365425,4322355.372347129,75575417.26513264,10241294.446952596,449.344523065109,55029821.99030659,8878976.789623171,21486215.123111304,1126036.872690815,2508441.15190471,21612003.85055488,1290786.9878465903,604.0629723850606,3640542.326171698,2157306.7881122534,59735384.43499927,0,374.45376922092413,1369.1110657183713,7521325.108091973,7072228.192763906,1292.8092683017394,148.74532447252787,0,74.52150498508114,0,0,0,0,0,0,0,0,0,0,74.37266223626393,0,0,0,0,0,0,0,0,0,0.04549777382591736,0.011593731598025661,0.025564233048195207,0.019362992793700608,0.10951510462166267,0.020753650899486997,0.0012083553046107164,0.0010171033175335792,0.0004998840908585152,0.011751765659791533,0.0007584814952614255,0.01360675950571168,0.006937676144013175
1720261868.18,0.2793401179482491,0.1314056016923325,0.22945366101637396,0.17269160904749753,0.7035872337841009,0.0991486001670207,0.004945663597058625,0.0034875447001609015,0.0027516675273894405,0.07674378405939254,0.0032644097616550375,0.08038337563691093,0.037365049715549395,36695845.66151596,7671895.161434898,857564.1639093916,15778924.36117085,6008754.0686554145,67332698.65475737,12063357.254715053,444.3078480646503,54657251.244974,10371333.558817562,20105717.24112988,1104417.4871711181,2341213.498320306,29006061.62567432,1277094.9247951813,1042.504454059557,3659195.8590019317,3872445.6226301133,66522094.729771435,0,444.3078480646503,1359.8435943782508,8785286.883582493,6617834.713732866,1188.344303613846,4010.4664314533143,0,73.43002097488393,0,0,0,0,0,0,0,0,0,0,69.14597295609163,0,0,0,0,0,0,0,0,0,0.056417566056388105,0.017731465772047983,0.024711465856247113,0.01853906795207772,0.11071672663292234,0.0245981178496215,0.0012242445591334299,0.0011186202290971786,0.0004955311956554346,0.013967227040187394,0.0007611983010370648,0.014822083933152222,0.006742037700998145
1720261873.18,0.2793401179482491,0.1401996382751902,0.21957837403948988,0.17750377196773756,0.7084295030607384,0.11262124872057323,0.0050096319249176,0.00378370639588311,0.0026897578538524073,0.0766589785274361,0.003020393415171776,0.08448085279516512,0.03838803426709836,36695845.66151596,7864280.851376685,670803.0428808065,14734322.896814594,6542924.966093619,60209523.02968271,10558254.036237687,526.9619555228819,53534657.10414596,9131649.51714642,12907072.649169076,1367322.5411900138,2786568.262714421,29006061.62567432,1307940.447744734,1077.5375501405115,3416307.1059079776,4202750.339063818,66846806.843105726,0,526.9619555228819,1257.9170806611867,7735093.612191355,6377797.128296897,1178.7898409957552,4777.444848874857,0,75.28581406462521,0,0,0,0,0,0,0,0,0,0,82.36973877370443,0,0,0,0,0,0,0,0,0,0.06151113958088606,0.018040776571233947,0.026965697790493296,0.020417973205052817,0.13498795626398757,0.027955438803959468,0.001308987700660824,0.0011873741523668834,0.00042793268944699175,0.014394962127673478,0.0007694005050993744,0.018671062395103723,0.008157094246627642
1720261878.18,0.2994938677222408,0.15160328161120842,0.23737977157590842,0.1798153410985095,0.7145299739103743,0.1122904190847685,0.0048004277827216075,0.003813621969794285,0.0027153804183340483,0.07661060071528702,0.0031799016164840944,0.08660686928754929,0.04030296621993758,36892924.63864062,7890416.001474789,918295.9344869538,16073034.581330167,8415931.823926624,54895655.35552478,10294637.633256452,601.3249408180867,49826585.86945556,6620058.229395061,13588700.390818518,1646506.9291167639,2547987.222324215,29159425.355842434,1312199.981565121,1115.6101901113068,3726338.9081729255,5997719.568121908,54208265.95358588,0,526.1593232158259,826.445169317685,5607799.575859962,6714611.181446212,1482.0711365198829,612106.4806315403,0,75.5092635265923,0,0,0,0,0,0,0,0,0,0,75.19735634294106,0,0,0,0,0,0,0,0,0,0.07400086106062985,0.025261953915749456,0.02920352587065539,0.02187608484074414,0.11209771242263294,0.029693573979323193,0.001312728887710347,0.0013285773580004713,0.0004922026817262377,0.014168000335150775,0.0007668939696676418,0.021530779349085708,0.009649754111372996
1720261883.18,0.3207038998531252,0.16265492709813162,0.2406986800544338,0.18340249669160236,0.7218030359524026,0.12260203189990733,0.004935968742565381,0.004061159307723236,0.002354874155449123,0.07597551058295514,0.002350556168439147,0.09075732338806568,0.04030296621993758,36374179.332354166,7700633.206855006,932216.9995218654,12775038.856492117,8569342.4652557,60892601.297497675,7780323.627912083,598.852297233086,28620582.398947276,10425333.537342107,6969871.628828108,1387826.264244366,2547987.222324215,28753847.213911403,1281413.2964088547,1054.5441171061825,11902.534801987002,6110179.816513761,60128065.24559777,0,598.852297233086,237.3576248046714,8830901.07274613,0,1640.3684421305566,612106.4806315403,0,73.65714182955996,0,0,0,0,0,0,0,0,0,0,75.19735634294106,0,0,0,0,0,0,0,0,0,0.07889873316751742,0.02459459863533884,0.02936743898152173,0.022367400134522233,0.11680345476173518,0.031081002499743132,0.0012650439480660963,0.0012020598779290002,0.0003656852016547665,0.014641954011627455,0.00059341075873717,0.019953208025683112,0.008860009044913783
1720261888.18,0.3431918849102018,0.17847733590593032,0.25058831707586005,0.17750610635282574,0.7220860638868746,0.13492656158059613,0.004796596574031888,0.004351166540722856,0.002440190066743839,0.07683581729818788,0.003926396285932348,0.09545946761785339,0.04097404390714554,37139215.40455471,10393736.066110887,931264.9220817407,12388197.472234102,6574688.905003624,59978295.19849049,10329832.091116173,528.4479422010063,50455659.470135525,8982783.671975106,12552105.689815994,1300345.0028806722,3647242.2868608637,29360152.2680985,2595619.498343587,1053.8077036165832,3836940.3877739366,4253869.760696156,59217653.43396781,0,528.4479422010063,209.22154872982358,7608902.947098664,6198495.242940728,1873.996000948927,1742384.564076388,0,74.5567730896647,0,0,0,0,0,0,0,0,0,0,71.8272142829742,0,0,0,0,0,0,0,0,0,0.08968952793135646,0.02490401259539786,0.02273068469735531,0.01726519653227933,0.11460102705533548,0.029054956042027083,0.001197628859050183,0.001274499968051639,0.00036954167558498897,0.014856499569196288,0.0011704776790161507,0.020041495085028838,0.008902457889701352
1720261893.18,0.3702027832556861,0.1844007817467477,0.25058831707586005,0.18949302572664067,0.7265215617773091,0.13492656158059613,0.004541628169860073,0.004779427091590401,0.002373761449019147,0.07527849263418902,0.004057715623794725,0.09792510756679287,0.043498680988904616,31534232.07721492,11445679.074708844,931264.9220817407,11863430.583684564,6272783.566861651,59978295.19849049,9893467.72900768,590.329321899546,50375034.71254207,8947080.513418904,13593177.321897557,1133847.3411488002,3871969.022265247,31162402.783511236,2857930.282438311,1053.8077036165832,7335836.079332931,5875428.105019725,59217653.43396781,0,516.5381566621028,208.8872267364771,7578660.443407235,6712598.431559809,2032.1193634927054,1849742.4975798645,0,82.10555856235092,0,0,0,0,0,0,0,0,0,0,76.25288554620597,0,0,0,0,0,0,0,0,0,0.08358258256110863,0.025834259400335638,0.023010149125854317,0.017264905616439168,0.11585619706594794,0.03258980068533494,0.001346754748931973,0.0014411972066678761,0.00030190599495537725,0.017019768179680542,0.0012450406239570457,0.02164897329842344,0.00946891399899243
1720261898.18,0.36126901121480165,0.19374563507701095,0.25856475404244567,0.19489870543062907,0.6947086621243852,0.13851154618323852,0.004796573308755759,0.005082380701724403,0.002371652579760505,0.07462129132144779,0.0062878816969554295,0.1021657506199207,0.044629737484582474,30423682.837809503,10198148.881868966,914378.1130441059,11961039.388594942,6486136.555423428,62436019.76734312,10448839.37327189,173673.81607506025,50477145.689611115,9797068.737646988,7299957.517111163,1393406.5774946152,3772447.7980120443,30064307.026004422,2551054.0950545236,1404.4611275535985,7387278.071722515,6091430.172073903,61644782.61017236,0,490.0107668381386,209.3106443865297,8298633.871708358,7206588.309338368,2075.8384767145108,1802234.0564463472,0,73.10238974853206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08676966704545311,0.02675062555812668,0.03346871936195232,0.024860982672184073,0.11529426127376298,0.03039004062925559,0.001279588376726243,0.0014446255620025144,0.00023155404959566015,0.017634653941995915,0.0026962122575369153,0.02174830009084777,0.009501980270957527
1720261903.18,0.38886409517593945,0.20497923963595904,0.2533164705273547,0.19755797241391798,0.7351120685319701,0.13596205981813805,0.00481844784029038,0.005299140614587188,0.0022092846589436654,0.07497681197172835,0.007299672322645122,0.10422343905918503,0.04573570465335533,29092508.112615794,10433448.576483248,956733.784527175,11786247.60455723,8588413.164738588,60461608.45972924,7715793.539019963,188118.77082562016,57191005.28588867,11171180.413873505,13461995.676264873,1405911.7711610214,4077588.0669382806,28743804.93464585,2616990.5706833974,1388.5831415488751,7279007.987828072,8049332.400681553,59686283.60834861,0,530.7663828211773,158.10062886920554,9462747.886913436,13296801.380688528,2247.4211719950254,2222189.299303007,0,74.70499188385708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09676803574909008,0.036024775360141245,0.03412771576860039,0.02566543290997316,0.11766708239437036,0.03049119142487076,0.0012907089165641358,0.0014512004915742795,0.00023055986293532522,0.02032614111818955,0.002655794193823765,0.025840582762338894,0.009417485122165642
1720261908.18,0.3931288836349423,0.21302740109500334,0.2735949839077354,0.20400889525902138,0.6881973890610265,0.14977177942931166,0.00474317023824879,0.005457739013680123,0.002297889434037948,0.07460345595958862,0.007370457559927402,0.10131606372678649,0.047020179993558335,35067800.46819319,10405361.369299887,1074403.7419158744,14666193.053325448,9032589.907548375,55560613.916067235,7833729.247664498,171698.56443168383,54049240.26483302,11183328.908016633,20578488.53321477,1172504.4925589943,3522125.3411537353,27719779.211134605,2609945.540862542,1383.2930886003278,13581634.006591737,8459698.533238491,54856629.18896806,0,622.5975342003039,149.4154340014956,9473027.06251368,13558638.657330219,1865.6837380770312,2238284.755301656,0,74.50388344216671,0,0,0,0,0,0,0,0,0,0,69.4343204895662,0,0,0,0,0,0,0,0,0,0.10178475670324356,0.04466927693382672,0.045379198808342604,0.03391472018038908,0.14155563987774722,0.030698411561239758,0.0013629790673048657,0.0015177861789311426,0.0003028911287081089,0.020540114664022665,0.0027276263452236053,0.025911081619876396,0.009290114197634588
1720261913.18,0.4158387181132354,0.22387413074275733,0.27615064764299874,0.2058019688895423,0.7346075074942529,0.14660973956969817,0.004470424034297247,0.005354886047211766,0.0022588525430127632,0.07471972801940355,0.009700019293125802,0.11166646883271117,0.04743696728654564,37093558.37432047,10416506.072800774,1167911.8878038034,15942253.110126978,8843593.56321839,52517696.06017588,8050504.068481486,180588.4383378757,79913568.99124463,11267367.987799278,26651891.050583657,1310455.9212758737,3811769.647348227,29321064.753522426,2614885.445308375,1353.4033335780894,14766118.010253772,8274334.308045977,59329133.90239856,0,582.073935013298,147.27720547255632,9544087.169027802,19747306.5283182,1806.8544282321004,2423928.478328713,0,74.58528324562523,0,0,0,0,0,0,0,0,0,0,75.19321498724138,0,0,0,0,0,0,0,0,0,0.09445070877730372,0.04001711459113393,0.05659848876729064,0.042090646228314044,0.11624284432298092,0.03476709405358196,0.0013009889014884148,0.0015226210002323335,0.00023117483871733357,0.017748014254081745,0.0039561055773100935,0.027285358869412538,0.009815748350660082
1720261918.18,0.43288359126511466,0.22139218431653288,0.28425518365396985,0.21146538046078536,0.7403163836284986,0.16037247357819112,0.004769386663963582,0.0056006958082549015,0.002295241474453079,0.07410458107616791,0.010348594804625487,0.11389668028552126,0.04905842559991332,36207575.527883045,8203981.668117348,1170253.4590154898,19949288.285304185,10944650.719118569,47756023.90384745,7835386.276931016,181569.75228161667,58822618.76215809,11148104.271950552,34879946.602271706,1409974.5513627983,3127375.8373508113,28623285.61631474,2063144.2180859593,1580.5082410010475,18480013.5438519,10243255.961844195,53958742.496474855,0,658.3915272097302,162.61066338481083,9445594.91001636,27560900.943013985,1869.3977399273417,2384840.402289511,0,78.25314690255867,0,0,0,0,0,0,0,0,0,0,73.957712655508,0,0,0,0,0,0,0,0,0,0.11130878423671682,0.039308942096640646,0.05681908049234455,0.04210221576534165,0.11807456880238126,0.03726576832349722,0.001377200185211932,0.001596288328040966,0.0003038544010165729,0.01731544043582647,0.0038927401965789038,0.024347005872970073,0.008610069653265879
1720261923.18,0.44983206357185107,0.24957903106078747,0.2892147544968213,0.21308288181086815,0.7457343251972212,0.16738414658660505,0.004911105452002869,0.006054637110381783,0.0025773062901943396,0.07323530322311654,0.010126641855741182,0.11937577891988607,0.05131446491611164,37081925.487877,9797094.516471112,1234071.6390138005,19823645.432604402,8640301.078381704,52559039.55658199,5215358.787053563,188505.16400585935,53533172.05000361,8906000.72511058,33504190.942561254,1683658.5116482875,3146423.2630927684,21994578.356002368,2464633.8042623065,1270.2744611567684,18362050.75696628,8093950.351016864,51931452.8960739,0,607.5911813242848,443.9627140689356,7547795.518816619,26473827.447993178,2393.047542539984,2400550.8607198745,0,210.17343413265831,0,0,0,0,75.36754558669291,0,0,0,0,0,2757.7974305783014,0,0,0,0,0,0,0,0,0,0.10064718118841123,0.03406890346549071,0.05661313266310537,0.04230496958555032,0.11976897840281135,0.034810069548302985,0.0013012408269396222,0.001450407514286082,0.00045875484297210777,0.01495292982274083,0.0038913203999412535,0.0239886804585739,0.008272484314273494
