Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1978,0,4,5.095309137587536,1.8172230338677764,82.91104296222329,8649.0,6.399978987682738,0.0,4,5,6,6,8,9,11,14,49,83,83
GET,/catalogue,11012,0,8,8.693544397215943,4.335263045504689,80.0634630722925,2795.0,35.630216689768616,0.0,8,9,9,10,12,14,17,19,65,72,80
GET,/category.html,11012,0,5,5.587206526835003,1.9223570125177503,74.01540700811893,11518.0,35.630216689768616,0.0,5,6,7,7,9,11,14,16,48,67,74
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1204,0,5,5.724064482973914,2.144598984159529,69.09845699556172,10364.0,3.8956393838068846,0.0,5,6,7,7,10,11,14,15,60,69,69
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1155,0,5,5.654049015027427,1.9155630143359303,72.12918798904866,10364.0,3.7370959205124183,0.0,5,6,7,7,9,11,14,17,67,72,72
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1236,0,5,5.66152620474389,1.9533560844138265,75.15166199300438,10364.0,3.9991779720808216,0.0,5,6,7,7,10,11,14,16,24,75,75
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1220,0,5,5.635488058581612,2.104558050632477,61.68448401149362,10364.0,3.947408677943853,0.0,5,6,7,7,9,11,13,15,49,62,62
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1199,0,5,5.759976030614,2.091438975185156,64.20729996170849,10364.0,3.879461479389082,0.0,5,6,7,7,9,11,13,17,52,64,64
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1266,0,5,5.695546481215453,2.062593004666269,65.7770320540294,10364.0,4.096245398587637,0.0,5,6,7,8,9,11,14,16,44,66,66
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1235,0,5,5.740654151811291,2.08257301710546,70.59797807596624,10364.0,3.995942391197261,0.0,5,6,7,7,9,11,14,17,61,71,71
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1154,0,5,5.7882388693157845,2.0130579359829426,61.95170804858208,10364.0,3.7338603396288574,0.0,5,6,7,7,9,11,14,18,56,62,62
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1207,0,5,5.69216970314967,2.126745064742863,54.98538992833346,10364.0,3.905346126457566,0.0,5,6,7,7,10,12,15,17,35,55,55
GET,/login,1978,0,60,60.643435447619,52.3035490186885,121.66071392130107,13.0,6.399978987682738,0.0,60,62,63,64,66,68,71,74,110,120,120
,Aggregated,36856,0,6,9.47858057048735,1.8172230338677764,121.66071392130107,7799.7356197091385,119.25056904450709,0.0,6,8,8,9,12,56,61,64,71,110,120
