Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/,1990,0,5,5.251466802054614,1.8039110582321882,78.17781192716211,8649.0,6.436563202102607,0.0,5,5,6,7,8,10,13,15,60,78,78
GET,/catalogue,11052,0,8,8.770103532936554,4.256393993273377,98.50175597239286,2795.0,35.7471841756975,0.0,8,9,10,10,12,14,17,20,65,97,99
GET,/category.html,11053,0,5,5.792829704944977,1.905068987980485,104.87400798592716,11518.0,35.750418629567896,0.0,5,6,7,8,10,11,14,18,68,100,100
GET,/detail.html?id=03fef6ac-1896-4ce8-bd69-b798f85c6e0b,1283,0,5,5.793665171258256,1.9346349872648716,53.96220996044576,10364.0,4.14980431572746,0.0,5,6,7,7,9,12,17,21,28,54,54
GET,/detail.html?id=3395a43e-2d88-40de-b95f-e00e1502085b,1205,0,5,5.926146282992206,2.0339590264484286,65.04834594670683,10364.0,3.897516913836001,0.0,5,6,7,8,10,12,15,16,39,65,65
GET,/detail.html?id=510a0d7e-8e83-4193-b483-e27e09ddc34d,1154,0,5,5.875293399789169,2.121024066582322,62.28133896365762,10364.0,3.7325597664454317,0.0,5,6,7,8,10,12,14,18,53,62,62
GET,/detail.html?id=808a2de1-1aaa-4c25-a9b9-6612e8f29a38,1234,0,5,6.019923040425221,2.1223709918558598,72.41623499430716,10364.0,3.9913160760776973,0.0,5,6,7,8,10,12,15,19,66,72,72
GET,/detail.html?id=819e1fbf-8b7e-4f6d-811f-693534916a8b,1179,0,5,5.804625823833143,2.0932849729433656,98.8199959974736,10364.0,3.8134211132055147,0.0,5,6,7,8,9,11,15,17,24,99,99
GET,/detail.html?id=837ab141-399e-4c1f-9abc-bace40296bac,1165,0,5,5.9690244783659345,2.0854859612882137,69.81141690630466,10364.0,3.7681387590198683,0.0,5,6,7,8,10,12,15,18,65,70,70
GET,/detail.html?id=a0a4f044-b040-410d-8ead-4de0446aec7e,1239,0,5,5.620594277355559,2.048794995062053,30.51186993252486,10364.0,4.007488345429714,0.0,5,6,7,7,9,11,14,16,26,31,31
GET,/detail.html?id=d3588630-ad8e-49df-bbd7-3167f7efb246,1223,0,5,5.731341479694926,2.0681460155174136,100.52056389395148,10364.0,3.955737083503261,0.0,5,6,7,7,9,11,14,16,83,100,100
GET,/detail.html?id=zzz4f044-b040-410d-8ead-4de0446aec7e,1230,0,5,5.903228525284344,1.8781560938805342,96.12072701565921,10364.0,3.978378260596084,0.0,5,6,7,7,10,12,16,23,84,96,96
GET,/login,1990,0,60,60.933770039107124,19.352146075107157,129.46732400450855,13.0,6.436563202102607,0.0,60,62,63,64,66,69,73,78,110,130,130
,Aggregated,36997,0,6,9.635343135353153,1.8039110582321882,129.46732400450855,7798.690218125794,119.66508984331163,0.0,6,8,9,9,12,56,62,64,78,110,130
